Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,28-10-2021,,,,,,,,
B14C0147,002,13-08-2001,78,25,-138,,,,,,
B14C0147,002,28-08-2001,75,22,-135,,,,,,
B14C0147,002,02-10-2001,61,8,-121,,,,,,
B14C0147,002,12-10-2001,65,12,-125,,,,,,
B14C0147,002,30-10-2001,64,11,-124,,,,,,
B14C0147,002,14-11-2001,66,13,-126,,,,,,
B14C0147,002,28-11-2001,63,10,-123,,,,,,
B14C0147,002,13-12-2001,63,10,-123,,,,,,
B14C0147,002,14-01-2002,58,5,-118,,,,,,
B14C0147,002,29-01-2002,58,5,-118,,,,,,
B14C0147,002,13-02-2002,56,3,-116,,,,,,
B14C0147,002,15-03-2002,61,8,-121,,,,,,
B14C0147,002,27-03-2002,63,10,-123,,,,,,
B14C0147,002,23-04-2002,68,15,-128,,,,,,
B14C0147,002,13-05-2002,62,9,-122,,,,,,
B14C0147,002,29-05-2002,69,16,-129,,,,,,
B14C0147,002,27-06-2002,76,23,-136,,,,,,
B14C0147,002,15-07-2002,72,19,-132,,,,,,
B14C0147,002,14-08-2002,61,8,-121,,,,,,
B14C0147,002,28-08-2002,62,9,-122,,,,,,
B14C0147,002,16-09-2002,65,12,-125,,,,,,
B14C0147,002,30-09-2002,67,14,-127,,,,,,
B14C0147,002,14-10-2002,67,14,-127,,,,,,
B14C0147,002,28-10-2002,66,13,-126,,,,,,
B14C0147,002,13-11-2002,59,6,-119,,,,,,
B14C0147,002,27-11-2002,64,11,-124,,,,,,
B14C0147,002,26-12-2002,67,14,-127,,,,,,
B14C0147,002,30-12-2002,60,7,-120,,,,,,
B14C0147,002,13-01-2003,58,5,-118,,,,,,
B14C0147,002,28-01-2003,57,4,-117,,,,,,
B14C0147,002,19-02-2003,57,4,-117,,,,,,
B14C0147,002,26-02-2003,59,6,-119,,,,,,
B14C0147,002,13-03-2003,59,6,-119,,,,,,
B14C0147,002,31-03-2003,62,9,-122,,,,,,
B14C0147,002,11-04-2003,60,7,-120,,,,,,
B14C0147,002,28-04-2003,63,10,-123,,,,,,
B14C0147,002,14-05-2003,69,16,-129,,,,,,
B14C0147,002,28-05-2003,62,9,-122,,,,,,
B14C0147,002,16-06-2003,75,22,-135,,,,,,
B14C0147,002,26-06-2003,79,26,-139,,,,,,
B14C0147,002,12-07-2003,80,27,-140,,,,,,
B14C0147,002,28-07-2003,88,35,-148,,,,,,
B14C0147,002,14-08-2003,115,62,-175,,,,,,
B14C0147,002,28-08-2003,,,,D,,,,,
B14C0147,002,15-09-2003,115,62,-175,,,,,,
B14C0147,002,26-09-2003,115,62,-175,,,,,,
B14C0147,002,14-10-2003,89,36,-149,,,,,,
B14C0147,002,27-10-2003,67,14,-127,,,,,,
B14C0147,002,13-11-2003,68,15,-128,,,,,,
B14C0147,002,26-11-2003,61,8,-121,,,,,,
B14C0147,002,15-01-2004,47,-6,-107,,,,,,
B14C0147,002,27-01-2004,47,-6,-107,,,,,,
B14C0147,002,12-02-2004,47,-6,-107,,,,,,
B14C0147,002,29-02-2004,52,-1,-112,,,,,,
B14C0147,002,15-03-2004,57,4,-117,,,,,,
B14C0147,002,28-03-2004,54,1,-114,,,,,,
B14C0147,002,14-04-2004,58,5,-118,,,,,,
B14C0147,002,28-04-2004,61,8,-121,,,,,,
B14C0147,002,13-05-2004,65,12,-125,,,,,,
B14C0147,002,27-05-2004,79,26,-139,,,,,,
B14C0147,002,15-06-2004,70,17,-130,,,,,,
B14C0147,002,13-07-2004,63,10,-123,,,,,,
B14C0147,002,27-07-2004,60,7,-120,,,,,,
B14C0147,002,16-08-2004,65,12,-125,,,,,,
B14C0147,002,30-08-2004,56,3,-116,,,,,,
B14C0147,002,13-09-2004,58,5,-118,,,,,,
B14C0147,002,29-09-2004,53,0,-113,,,,,,
B14C0147,002,13-10-2004,58,5,-118,,,,,,
B14C0147,002,28-10-2004,49,-4,-109,,,,,,
B14C0147,002,15-11-2004,55,2,-115,,,,,,
B14C0147,002,29-11-2004,53,0,-113,,,,,,
B14C0147,002,13-12-2004,56,3,-116,,,,,,
B14C0147,002,27-12-2004,53,0,-113,,,,,,
B14C0147,002,13-01-2005,54,1,-114,,,,,,
B14C0147,002,26-01-2005,54,1,-114,,,,,,
B14C0147,002,14-02-2005,52,-1,-112,,,,,,
B14C0147,002,14-03-2005,51,-2,-111,,,,,,
B14C0147,002,29-03-2005,56,3,-116,,,,,,
B14C0147,002,13-04-2005,56,3,-116,,,,,,
B14C0147,002,28-04-2005,57,4,-117,,,,,,
B14C0147,002,12-05-2005,58,5,-118,,,,,,
B14C0147,002,28-05-2005,,,,N,,,,,
B14C0147,002,14-06-2005,56,3,-116,,,,,,
B14C0147,002,29-06-2005,77,24,-137,,,,,,
B14C0147,002,13-07-2005,69,16,-129,,,,,,
B14C0147,002,28-07-2005,63,10,-123,,,,,,
B14C0147,002,12-08-2005,60,7,-120,,,,,,
B14C0147,002,30-08-2005,66,13,-126,,,,,,
B14C0147,002,13-09-2005,65,12,-125,,,,,,
B14C0147,002,28-09-2005,61,8,-121,,,,,,
B14C0147,002,14-10-2005,,,,N,,,,,
B14C0147,002,27-10-2005,60,7,-120,,,,,,
B14C0147,002,14-11-2005,66,13,-126,,,,,,
B14C0147,002,28-11-2005,60,7,-120,,,,,,
B14C0147,002,12-01-2006,64,11,-124,,,,,,
B14C0147,002,13-02-2006,62,9,-122,,,,,,
B14C0147,002,28-02-2006,61,8,-121,,,,,,
B14C0147,002,14-03-2006,60,7,-120,,,,,,
B14C0147,002,28-03-2006,59,6,-119,,,,,,
B14C0147,002,13-04-2006,58,5,-118,,,,,,
B14C0147,002,27-04-2006,64,11,-124,,,,,,
B14C0147,002,15-05-2006,69,16,-129,,,,,,
B14C0147,002,13-06-2006,74,21,-134,,,,,,
B14C0147,002,27-06-2006,66,13,-126,,,,,,
B14C0147,002,13-07-2006,81,28,-141,,,,,,
B14C0147,002,27-07-2006,94,41,-154,,,,,,
B14C0147,002,14-08-2006,70,17,-130,,,,,,
B14C0147,002,28-08-2006,59,6,-119,,,,,,
B14C0147,002,13-09-2006,66,13,-126,,,,,,
B14C0147,002,28-09-2006,76,23,-136,,,,,,
B14C0147,002,12-10-2006,61,8,-121,,,,,,
B14C0147,002,30-10-2006,59,6,-119,,,,,,
B14C0147,002,14-11-2006,61,8,-121,,,,,,
B14C0147,002,28-11-2006,63,10,-123,,,,,,
B14C0147,002,13-12-2006,61,8,-121,,,,,,
B14C0147,002,15-01-2007,58,5,-118,,,,,,
B14C0147,002,29-01-2007,61,8,-121,,,,,,
B14C0147,002,14-02-2007,59,6,-119,,,,,,
B14C0147,002,28-02-2007,55,2,-115,,,,,,
B14C0147,002,13-03-2007,58,5,-118,,,,,,
B14C0147,002,27-03-2007,61,8,-121,,,,,,
B14C0147,002,12-04-2007,66,13,-126,,,,,,
B14C0147,002,27-04-2007,74,21,-134,,,,,,
B14C0147,002,14-05-2007,64,11,-124,,,,,,
B14C0147,002,29-05-2007,66,13,-126,,,,,,
B14C0147,002,13-06-2007,66,13,-126,,,,,,
B14C0147,002,27-06-2007,58,5,-118,,,,,,
B14C0147,002,12-07-2007,58,5,-118,,,,,,
B14C0147,002,30-07-2007,56,3,-116,,,,,,
B14C0147,002,13-08-2007,70,17,-130,,,,,,
B14C0147,002,28-08-2007,74,21,-134,,,,,,
B14C0147,002,13-09-2007,80,27,-140,,,,,,
B14C0147,002,28-09-2007,69,16,-129,,,,,,
B14C0147,002,16-10-2007,72,19,-132,,,,,,
B14C0147,002,29-10-2007,66,13,-126,,,,,,
B14C0147,002,14-11-2007,65,12,-125,,,,,,
B14C0147,002,28-11-2007,65,12,-125,,,,,,
B14C0147,002,14-12-2007,64,11,-124,,,,,,
B14C0147,002,28-12-2007,,,,N,,,,,
B14C0147,002,15-01-2008,58,5,-118,,,,,,
B14C0147,002,28-01-2008,61,8,-121,,,,,,
B14C0147,002,14-02-2008,64,11,-124,,,,,,
B14C0147,002,28-02-2008,60,7,-120,,,,,,
B14C0147,002,13-03-2008,56,3,-116,,,,,,
B14C0147,002,28-03-2008,56,3,-116,,,,,,
B14C0147,002,14-04-2008,57,4,-117,,,,,,
B14C0147,002,28-04-2008,61,8,-121,,,,,,
B14C0147,002,13-05-2008,72,19,-132,,,,,,
B14C0147,002,28-05-2008,76,23,-136,,,,,,
B14C0147,002,16-06-2008,85,32,-145,,,,,,
B14C0147,002,27-06-2008,90,37,-150,,,,,,
B14C0147,002,11-07-2008,88,35,-148,,,,,,
B14C0147,002,28-07-2008,91,38,-151,,,,,,
B14C0147,002,13-08-2008,78,25,-138,,,,,,
B14C0147,002,27-08-2008,74,21,-134,,,,,,
B14C0147,002,15-09-2008,68,15,-128,,,,,,
B14C0147,002,29-09-2008,69,16,-129,,,,,,
B14C0147,002,14-10-2008,63,10,-123,,,,,,
B14C0147,002,27-10-2008,58,5,-118,,,,,,
B14C0147,002,13-11-2008,58,5,-118,,,,,,
B14C0147,002,27-11-2008,60,7,-120,,,,,,
B14C0147,002,15-12-2008,62,9,-122,,,,,,
B14C0147,002,30-12-2008,,,,N,,,,,
B14C0147,002,13-01-2009,63,10,-123,,,,,,
B14C0147,002,27-01-2009,57,4,-117,,,,,,
B14C0147,002,12-02-2009,58,5,-118,,,,,,
B14C0147,002,25-02-2009,59,6,-119,,,,,,
B14C0147,002,14-03-2009,,,,N,,,,,
B14C0147,002,26-03-2009,56,3,-116,,,,,,
B14C0147,002,15-04-2009,59,6,-119,,,,,,
B14C0147,002,27-04-2009,65,12,-125,,,,,,
B14C0147,002,13-05-2009,70,17,-130,,,,,,
B14C0147,002,28-05-2009,63,10,-123,,,,,,
B14C0147,002,15-06-2009,71,18,-131,,,,,,
B14C0147,002,29-06-2009,86,33,-146,,,,,,
B14C0147,002,13-07-2009,86,33,-146,,,,,,
B14C0147,002,27-07-2009,90,37,-150,,,,,,
B14C0147,002,01-08-2009,,,,N,,,,,
B14C0147,002,26-08-2009,120,67,-180,,,,,,
B14C0147,002,14-09-2009,,,,D,,,,,
B14C0147,002,28-09-2009,121,68,-181,,,,,,
B14C0147,002,13-10-2009,118,65,-178,,,,,,
B14C0147,002,27-10-2009,113,60,-173,,,,,,
B14C0147,002,10-11-2009,86,33,-146,,,,,,
B14C0147,002,15-12-2009,70,17,-130,,,,,,
B14C0147,002,28-12-2009,65,12,-125,,,,,,
B14C0147,002,15-01-2010,70,17,-130,,,,,,
B14C0147,002,28-01-2010,,,,N,,,,,
B14C0147,002,12-02-2010,70,17,-130,,,,,,
B14C0147,002,16-03-2010,69,16,-129,,,,,,
B14C0147,002,29-03-2010,68,15,-128,,,,,,
B14C0147,002,14-04-2010,70,17,-130,,,,,,
B14C0147,002,28-04-2010,,,,N,,,,,
B14C0147,002,12-05-2010,68,15,-128,,,,,,
B14C0147,002,28-05-2010,75,22,-135,,,,,,
B14C0147,002,14-06-2010,74,21,-134,,,,,,
B14C0147,002,28-06-2010,90,37,-150,,,,,,
B14C0147,002,13-07-2010,86,33,-146,,,,,,
B14C0147,002,28-07-2010,91,38,-151,,,,,,
B14C0147,002,14-08-2010,,,,N,,,,,
B14C0147,002,28-08-2010,,,,N,,,,,
B14C0147,002,15-09-2010,65,12,-125,,,,,,
B14C0147,002,28-09-2010,,,,N,,,,,
B14C0147,002,13-10-2010,66,13,-126,,,,,,
B14C0147,002,27-10-2010,66,13,-126,,,,,,
B14C0147,002,15-11-2010,62,9,-122,,,,,,
B14C0147,002,29-11-2010,66,13,-126,,,,,,
B14C0147,002,14-12-2010,67,14,-127,,,,,,
B14C0147,002,28-12-2010,,,,N,,,,,
B14C0147,002,13-01-2011,62,9,-122,,,,,,
B14C0147,002,27-01-2011,64,11,-124,,,,,,
B14C0147,002,15-02-2011,63,10,-123,,,,,,
B14C0147,002,28-02-2011,63,10,-123,,,,,,
B14C0147,002,15-03-2011,65,12,-125,,,,,,
B14C0147,002,28-03-2011,67,14,-127,,,,,,
B14C0147,002,14-04-2011,63,10,-123,,,,,,
B14C0147,002,28-04-2011,,,,N,,,,,
B14C0147,002,14-05-2011,,,,N,,,,,
B14C0147,002,27-05-2011,58,5,-118,,,,,,
B14C0147,002,14-06-2011,54,1,-114,,,,,,
B14C0147,002,28-06-2011,61,8,-121,,,,,,
B14C0147,002,14-07-2011,,,,N,,,,,
B14C0147,002,27-07-2011,48,-5,-108,,,,,,
B14C0147,002,15-08-2011,63,10,-123,,,,,,
B14C0147,002,28-08-2011,,,,N,,,,,
B14C0147,002,14-09-2011,54,1,-114,,,,,,
B14C0147,002,28-09-2011,51,-2,-111,,,,,,
B14C0147,002,14-10-2011,52,-1,-112,,,,,,
B14C0147,002,27-10-2011,59,6,-119,,,,,,
B14C0147,002,14-11-2011,66,13,-126,,,,,,
B14C0147,002,28-11-2011,66,13,-126,,,,,,
B14C0147,002,14-12-2011,,,,N,,,,,
B14C0147,002,28-12-2011,61,8,-121,,,,,,
B14C0147,002,13-01-2012,61,8,-121,,,,,,
B14C0147,002,30-01-2012,63,10,-123,,,,,,
B14C0147,002,14-02-2012,66,13,-126,,,,,,
B14C0147,002,29-02-2012,65,12,-125,,,,,,
B14C0147,002,14-03-2012,65,12,-125,,,,,,
B14C0147,002,28-03-2012,68,15,-128,,,,,,
B14C0147,002,16-04-2012,67,14,-127,,,,,,
B14C0147,002,27-04-2012,65,12,-125,,,,,,
B14C0147,002,14-05-2012,66,13,-126,,,,,,
B14C0147,002,29-05-2012,73,20,-133,,,,,,
B14C0147,002,13-06-2012,77,24,-137,,,,,,
B14C0147,002,27-06-2012,72,19,-132,,,,,,
B14C0147,002,12-07-2012,72,19,-132,,,,,,
B14C0147,002,26-07-2012,69,16,-129,,,,,,
B14C0147,002,13-08-2012,79,26,-139,,,,,,
B14C0147,002,27-08-2012,76,23,-136,,,,,,
B14C0147,002,13-09-2012,71,18,-131,,,,,,
B14C0147,002,27-09-2012,63,10,-123,,,,,,
B14C0147,002,11-10-2012,62,9,-122,,,,,,
B14C0147,002,29-10-2012,,,,N,,,,,
B14C0147,002,14-11-2012,63,9,-136,,,,,,
B14C0147,002,28-11-2012,,,,N,,,,,
B14C0147,002,14-12-2012,,,,N,,,,,
B14C0147,002,28-12-2012,,,,N,,,,,
B14C0147,002,14-01-2013,61,7,-134,,,,,,
B14C0147,002,29-01-2013,61,7,-134,,,,,,
B14C0147,002,13-02-2013,63,9,-136,,,,,,
B14C0147,002,28-02-2013,63,9,-136,,,,,,
B14C0147,002,13-03-2013,62,8,-135,,,,,,
B14C0147,002,28-03-2013,66,12,-139,,,,,,
B14C0147,002,15-04-2013,65,11,-138,,,,,,
B14C0147,002,28-04-2013,,,,N,,,,,
B14C0147,002,14-05-2013,69,15,-142,,,,,,
B14C0147,002,29-05-2013,64,10,-137,,,,,,
B14C0147,002,13-06-2013,70,16,-143,,,,,,
B14C0147,002,27-06-2013,67,13,-140,,,,,,
B14C0147,002,14-07-2013,,,,N,,,,,
B14C0147,002,29-07-2013,79,25,-152,,,,,,
B14C0147,002,14-09-2013,,,,N,,,,,
B14C0147,002,27-09-2013,67,13,-140,,,,,,
B14C0147,002,15-10-2013,6,-48,-79,,,,,,
B14C0147,002,28-10-2013,,,,N,,,,,
B14C0147,002,12-11-2013,60,6,-133,,,,,,
B14C0147,002,28-11-2013,62,8,-135,,,,,,
B14C0147,002,12-12-2013,61,7,-134,,,,,,
B14C0147,002,28-12-2013,,,,N,,,,,
B14C0147,002,15-01-2014,59,5,-132,,,,,,
B14C0147,002,29-01-2014,59,5,-132,,,,,,
B14C0147,002,14-02-2014,59,5,-132,,,,,,
B14C0147,002,28-02-2014,61,7,-134,,,,,,
B14C0147,002,14-03-2014,64,10,-137,,,,,,
B14C0147,002,28-03-2014,,,,N,,,,,
B14C0147,002,15-04-2014,64,10,-137,,,,,,
B14C0147,002,28-04-2014,65,11,-138,,,,,,
B14C0147,002,14-05-2014,65,11,-138,,,,,,
B14C0147,002,28-05-2014,,,,N,,,,,
B14C0147,002,16-06-2014,69,15,-142,,,,,,
B14C0147,002,30-06-2014,71,17,-144,,,,,,
B14C0147,002,14-07-2014,80,26,-153,,,,,,
B14C0147,002,29-07-2014,73,19,-146,,,,,,
B14C0147,002,14-08-2014,,,,N,,,,,
B14C0147,002,28-08-2014,62,8,-135,,,,,,
B14C0147,002,15-09-2014,70,16,-143,,,,,,
B14C0147,002,30-09-2014,71,17,-144,,,,,,
B14C0147,002,14-10-2014,,,,N,,,,,
B14C0147,002,28-10-2014,,,,N,,,,,
B14C0147,002,13-11-2014,61,7,-134,,,,,,
B14C0147,002,28-11-2014,,,,N,,,,,
B14C0147,002,14-12-2014,,,,N,,,,,
B14C0147,002,28-12-2014,,,,N,,,,,
B14C0147,002,13-01-2015,53,-1,-126,,,,,,
B14C0147,002,27-01-2015,59,5,-132,,,,,,
B14C0147,002,16-02-2015,60,6,-133,,,,,,
B14C0147,002,28-02-2015,,,,N,,,,,
B14C0147,002,16-03-2015,61,7,-134,,,,,,
B14C0147,002,27-03-2015,61,7,-134,,,,,,
B14C0147,002,14-04-2015,61,7,-134,,,,,,
B14C0147,002,29-04-2015,62,8,-135,,,,,,
B14C0147,002,14-05-2015,,,,N,,,,,
B14C0147,002,28-05-2015,72,18,-145,,,,,,
B14C0147,002,15-06-2015,79,25,-152,,,,,,
B14C0147,002,29-06-2015,89,35,-162,,,,,,
B14C0147,002,13-07-2015,92,38,-165,,,,,,
B14C0147,002,28-07-2015,,,,N,,,,,
B14C0147,002,14-08-2015,,,,N,,,,,
B14C0147,002,26-08-2015,68,14,-141,,,,,,
B14C0147,002,14-09-2015,,,,N,,,,,
B14C0147,002,28-09-2015,,,,N,,,,,
B14C0147,002,12-10-2015,62,8,-135,,,,,,
B14C0147,002,28-10-2015,60,6,-133,,,,,,
B14C0147,002,16-11-2015,55,1,-128,,,,,,
B14C0147,002,01-12-2015,55,1,-128,,,,,,
B14C0147,002,14-01-2016,53,-1,-126,,,,,,
B14C0147,002,20-01-2016,55,1,-128,,,,,,
B14C0147,002,16-02-2016,52,-2,-125,,,,,,
B14C0147,002,29-02-2016,52,-2,-125,,,,,,
B14C0147,002,14-03-2016,,,,N,,,,,
B14C0147,002,31-03-2016,57,3,-130,,,,,,
B14C0147,002,14-04-2016,56,2,-129,,,,,,
B14C0147,002,28-04-2016,,,,N,,,,,
B14C0147,002,12-05-2016,60,6,-133,,,,,,
B14C0147,002,28-05-2016,,,,N,,,,,
B14C0147,002,16-06-2016,65,11,-138,,,,,,
B14C0147,002,28-06-2016,61,7,-134,,,,,,
B14C0147,002,15-07-2016,67,13,-140,,,,,,
B14C0147,002,28-07-2016,,,,N,,,,,
B14C0147,002,16-08-2016,69,15,-142,,,,,,
B14C0147,002,28-08-2016,,,,N,,,,,
B14C0147,002,13-09-2016,86,32,-159,,,,,,
B14C0147,002,27-09-2016,72,18,-145,,,,,,
B14C0147,002,12-10-2016,70,16,-143,,,,,,
B14C0147,002,28-10-2016,,,,N,,,,,
B14C0147,002,14-11-2016,,,,N,,,,,
B14C0147,002,28-11-2016,,,,N,,,,,
B14C0147,002,14-12-2016,,,,N,,,,,
B14C0147,002,28-12-2016,,,,N,,,,,
B14C0147,002,14-01-2017,,,,N,,,,,
B14C0147,002,28-01-2017,,,,N,,,,,
B14C0147,002,14-02-2017,,,,N,,,,,
B14C0147,002,28-02-2017,,,,N,,,,,
B14C0147,002,14-03-2017,,,,N,,,,,
B14C0147,002,28-03-2017,58,4,-131,,,,,,
B14C0147,002,14-04-2017,61,7,-134,,,,,,
B14C0147,002,28-04-2017,,,,N,,,,,
B14C0147,002,15-05-2017,66,12,-139,,,,,,
B14C0147,002,28-05-2017,,,,N,,,,,
B14C0147,002,15-06-2017,,,,N,,,,,
B14C0147,002,28-06-2017,,,,N,,,,,
B14C0147,002,18-07-2017,93,39,-166,,,,,,
B14C0147,002,28-07-2017,,,,N,,,,,
B14C0147,002,13-08-2017,89,35,-162,,,,,,
B14C0147,002,28-08-2017,90,36,-163,,,,,,
B14C0147,002,14-09-2017,,,,N,,,,,
B14C0147,002,28-09-2017,,,,N,,,,,
B14C0147,002,14-10-2017,,,,N,,,,,
B14C0147,002,27-10-2017,52,-2,-125,,,,,,
B14C0147,002,14-11-2017,,,,N,,,,,
B14C0147,002,28-11-2017,46,-8,-119,,,,,,
B14C0147,002,15-12-2017,45,-9,-118,,,,,,
B14C0147,002,28-12-2017,,,,N,,,,,
B14C0147,002,14-01-2018,,,,N,,,,,
B14C0147,002,28-01-2018,,,,N,,,,,
B14C0147,002,14-02-2018,,,,N,,,,,
