Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,28-10-2021,,,,,,,,
B14C0147,002,28-02-2018,,,,Y,,,,,
B14C0147,002,14-03-2018,51,-3,-124,,,,,,
B14C0147,002,29-03-2018,54,0,-127,,,,,,
B14C0147,002,13-04-2018,54,0,-127,,,,,,
B14C0147,002,30-04-2018,53,-1,-126,,,,,,
B14C0147,002,14-05-2018,,,,N,,,,,
B14C0147,002,23-05-2018,65,11,-138,,,,,,
B14C0147,002,14-06-2018,65,11,-138,,,,,,
B14C0147,002,28-06-2018,,,,N,,,,,
B14C0147,002,12-07-2018,92,38,-165,,,,,,
B14C0147,002,28-07-2018,,,,N,,,,,
B14C0147,002,14-08-2018,100,46,-173,,,,,,
B14C0147,002,28-08-2018,77,23,-150,,,,,,
B14C0147,002,14-09-2018,67,13,-140,,,,,,
B14C0147,002,28-09-2018,69,15,-142,,,,,,
B14C0147,002,12-10-2018,73,19,-146,,,,,,
B14C0147,002,26-10-2018,74,20,-147,,,,,,
B14C0147,002,13-11-2018,64,10,-137,,,,,,
B14C0147,002,30-11-2018,60,6,-133,,,,,,
B14C0147,002,14-12-2018,54,0,-127,,,,,,
B14C0147,002,28-12-2018,52,-2,-125,,,,,,
B14C0147,002,14-01-2019,,,,N,,,,,
B14C0147,002,28-01-2019,,,,N,,,,,
B14C0147,002,14-02-2019,51,-3,-124,,,,,,
B14C0147,002,01-03-2019,53,-1,-126,,,,,,
B14C0147,002,14-03-2019,,,,N,,,,,
B14C0147,002,29-03-2019,52,-2,-125,,,,,,
B14C0147,002,11-04-2019,55,1,-128,,,,,,
B14C0147,002,26-04-2019,58,4,-131,,,,,,
B14C0147,002,13-06-2019,54,0,-127,,,,,,
B14C0147,002,27-06-2019,60,6,-133,,,,,,
B14C0147,002,13-08-2019,81,27,-154,,,,,,
B14C0147,002,27-08-2019,78,24,-151,,,,,,
