Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,28-10-2021,,,,,,,,
B14C0148,002,14-06-2018,20,17,-120,,,,,,
B14C0148,002,28-06-2018,,,,N,,,,,
B14C0148,002,12-07-2018,29,26,-129,,,,,,
B14C0148,002,28-07-2018,,,,N,,,,,
B14C0148,002,14-08-2018,28,25,-128,,,,,,
B14C0148,002,28-08-2018,22,19,-122,,,,,,
B14C0148,002,14-09-2018,19,16,-119,,,,,,
B14C0148,002,28-09-2018,20,17,-120,,,,,,
B14C0148,002,12-10-2018,21,18,-121,,,,,,
B14C0148,002,26-10-2018,22,19,-122,,,,,,
B14C0148,002,13-11-2018,16,13,-116,,,,,,
B14C0148,002,30-11-2018,18,15,-118,,,,,,
B14C0148,002,14-12-2018,6,3,-106,,,,,,
B14C0148,002,28-12-2018,7,4,-107,,,,,,
B14C0148,002,14-01-2019,,,,N,,,,,
B14C0148,002,28-01-2019,,,,N,,,,,
B14C0148,002,14-02-2019,6,3,-106,,,,,,
B14C0148,002,01-03-2019,10,7,-110,,,,,,
B14C0148,002,14-03-2019,,,,N,,,,,
B14C0148,002,29-03-2019,13,10,-113,,,,,,
B14C0148,002,11-04-2019,17,14,-117,,,,,,
B14C0148,002,26-04-2019,20,17,-120,,,,,,
B14C0148,002,13-06-2019,14,11,-114,,,,,,
B14C0148,002,27-06-2019,18,15,-118,,,,,,
B14C0148,002,13-08-2019,24,21,-124,,,,,,
B14C0148,002,27-08-2019,23,20,-123,,,,,,
