Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,28-10-2021,,,,,,,,
B14C0148,002,14-11-2001,5,9,-100,,,,,,
B14C0148,002,28-11-2001,13,17,-108,,,,,,
B14C0148,002,13-12-2001,13,17,-108,,,,,,
B14C0148,002,14-01-2002,8,12,-103,,,,,,
B14C0148,002,29-01-2002,6,10,-101,,,,,,
B14C0148,002,13-02-2002,3,7,-98,,,,,,
B14C0148,002,15-03-2002,31,35,-126,,,,,,
B14C0148,002,27-03-2002,23,27,-118,,,,,,
B14C0148,002,23-04-2002,27,31,-122,,,,,,
B14C0148,002,13-05-2002,17,21,-112,,,,,,
B14C0148,002,29-05-2002,24,28,-119,,,,,,
B14C0148,002,27-06-2002,26,30,-121,,,,,,
B14C0148,002,15-07-2002,24,28,-119,,,,,,
B14C0148,002,29-07-2002,24,28,-119,,,,,,
B14C0148,002,14-08-2002,10,14,-105,,,,,,
B14C0148,002,28-08-2002,8,12,-103,,,,,,
B14C0148,002,16-09-2002,5,9,-100,,,,,,
B14C0148,002,30-09-2002,19,23,-114,,,,,,
B14C0148,002,14-10-2002,20,24,-115,,,,,,
B14C0148,002,28-10-2002,11,15,-106,,,,,,
B14C0148,002,13-11-2002,4,8,-99,,,,,,
B14C0148,002,27-11-2002,12,16,-107,,,,,,
B14C0148,002,26-12-2002,25,29,-120,,,,,,
B14C0148,002,30-12-2002,4,8,-99,,,,,,
B14C0148,002,13-01-2003,16,20,-111,,,,,,
B14C0148,002,28-01-2003,11,15,-106,,,,,,
B14C0148,002,26-02-2003,22,26,-117,,,,,,
B14C0148,002,13-03-2003,18,22,-113,,,,,,
B14C0148,002,31-03-2003,23,27,-118,,,,,,
B14C0148,002,11-04-2003,23,27,-118,,,,,,
B14C0148,002,28-04-2003,18,22,-113,,,,,,
B14C0148,002,14-05-2003,24,28,-119,,,,,,
B14C0148,002,28-05-2003,25,29,-120,,,,,,
B14C0148,002,16-06-2003,28,32,-123,,,,,,
B14C0148,002,26-06-2003,31,35,-126,,,,,,
B14C0148,002,12-07-2003,32,36,-127,,,,,,
B14C0148,002,28-07-2003,36,40,-131,,,,,,
B14C0148,002,14-08-2003,41,45,-136,,,,,,
B14C0148,002,28-08-2003,42,46,-137,,,,,,
B14C0148,002,15-09-2003,37,41,-132,,,,,,
B14C0148,002,26-09-2003,35,39,-130,,,,,,
B14C0148,002,14-10-2003,31,35,-126,,,,,,
B14C0148,002,27-10-2003,32,36,-127,,,,,,
B14C0148,002,13-11-2003,28,32,-123,,,,,,
B14C0148,002,26-11-2003,16,20,-111,,,,,,
B14C0148,002,15-01-2004,5,9,-100,,,,,,
B14C0148,002,27-01-2004,9,13,-104,,,,,,
B14C0148,002,12-02-2004,6,10,-101,,,,,,
B14C0148,002,29-02-2004,14,18,-109,,,,,,
B14C0148,002,15-03-2004,20,24,-115,,,,,,
B14C0148,002,28-03-2004,16,20,-111,,,,,,
B14C0148,002,14-04-2004,21,25,-116,,,,,,
B14C0148,002,28-04-2004,28,32,-123,,,,,,
B14C0148,002,13-05-2004,27,31,-122,,,,,,
B14C0148,002,27-05-2004,29,33,-124,,,,,,
B14C0148,002,15-06-2004,30,34,-125,,,,,,
B14C0148,002,13-07-2004,25,29,-120,,,,,,
B14C0148,002,27-07-2004,23,27,-118,,,,,,
B14C0148,002,16-08-2004,24,28,-119,,,,,,
B14C0148,002,30-08-2004,10,14,-105,,,,,,
B14C0148,002,13-09-2004,18,22,-113,,,,,,
B14C0148,002,29-09-2004,9,13,-104,,,,,,
B14C0148,002,13-10-2004,19,23,-114,,,,,,
B14C0148,002,28-10-2004,8,12,-103,,,,,,
B14C0148,002,15-11-2004,15,19,-110,,,,,,
B14C0148,002,29-11-2004,10,14,-105,,,,,,
B14C0148,002,13-12-2004,17,21,-112,,,,,,
B14C0148,002,27-12-2004,10,14,-105,,,,,,
B14C0148,002,13-01-2005,17,21,-112,,,,,,
B14C0148,002,26-01-2005,13,17,-108,,,,,,
B14C0148,002,14-02-2005,5,9,-100,,,,,,
B14C0148,002,14-03-2005,10,14,-105,,,,,,
B14C0148,002,29-03-2005,16,20,-111,,,,,,
B14C0148,002,13-04-2005,15,19,-110,,,,,,
B14C0148,002,28-04-2005,15,19,-110,,,,,,
B14C0148,002,12-05-2005,19,23,-114,,,,,,
B14C0148,002,28-05-2005,,,,N,,,,,
B14C0148,002,14-06-2005,19,23,-114,,,,,,
B14C0148,002,29-06-2005,25,29,-120,,,,,,
B14C0148,002,13-07-2005,21,25,-116,,,,,,
B14C0148,002,28-07-2005,19,23,-114,,,,,,
B14C0148,002,12-08-2005,16,20,-111,,,,,,
B14C0148,002,30-08-2005,12,16,-107,,,,,,
B14C0148,002,13-09-2005,22,26,-117,,,,,,
B14C0148,002,28-09-2005,15,19,-110,,,,,,
B14C0148,002,14-10-2005,,,,N,,,,,
B14C0148,002,27-10-2005,18,22,-113,,,,,,
B14C0148,002,14-11-2005,21,25,-116,,,,,,
B14C0148,002,28-11-2005,,,,N,,,,,
B14C0148,002,12-01-2006,14,18,-109,,,,,,
B14C0148,002,13-02-2006,10,14,-105,,,,,,
B14C0148,002,28-02-2006,12,16,-107,,,,,,
B14C0148,002,14-03-2006,13,17,-108,,,,,,
B14C0148,002,28-03-2006,13,17,-108,,,,,,
B14C0148,002,13-04-2006,11,15,-106,,,,,,
B14C0148,002,27-04-2006,17,21,-112,,,,,,
B14C0148,002,15-05-2006,24,28,-119,,,,,,
B14C0148,002,13-06-2006,27,31,-122,,,,,,
B14C0148,002,27-06-2006,22,26,-117,,,,,,
B14C0148,002,13-07-2006,29,33,-124,,,,,,
B14C0148,002,27-07-2006,33,37,-128,,,,,,
B14C0148,002,14-08-2006,21,25,-116,,,,,,
B14C0148,002,28-08-2006,12,16,-107,,,,,,
B14C0148,002,13-09-2006,20,24,-115,,,,,,
B14C0148,002,28-09-2006,23,27,-118,,,,,,
B14C0148,002,12-10-2006,10,14,-105,,,,,,
B14C0148,002,30-10-2006,10,14,-105,,,,,,
B14C0148,002,14-11-2006,3,7,-98,,,,,,
B14C0148,002,28-11-2006,5,9,-100,,,,,,
B14C0148,002,13-12-2006,5,9,-100,,,,,,
B14C0148,002,15-01-2007,5,9,-100,,,,,,
B14C0148,002,29-01-2007,11,15,-106,,,,,,
B14C0148,002,14-02-2007,5,9,-100,,,,,,
B14C0148,002,28-02-2007,9,13,-104,,,,,,
B14C0148,002,13-03-2007,10,14,-105,,,,,,
B14C0148,002,27-03-2007,19,23,-114,,,,,,
B14C0148,002,12-04-2007,26,30,-121,,,,,,
B14C0148,002,27-04-2007,27,31,-122,,,,,,
B14C0148,002,14-05-2007,23,27,-118,,,,,,
B14C0148,002,29-05-2007,25,29,-120,,,,,,
B14C0148,002,13-06-2007,17,21,-112,,,,,,
B14C0148,002,27-06-2007,13,17,-108,,,,,,
B14C0148,002,12-07-2007,12,16,-107,,,,,,
B14C0148,002,30-07-2007,8,12,-103,,,,,,
B14C0148,002,13-08-2007,21,25,-116,,,,,,
B14C0148,002,28-08-2007,21,25,-116,,,,,,
B14C0148,002,13-09-2007,25,29,-120,,,,,,
B14C0148,002,28-09-2007,21,25,-116,,,,,,
B14C0148,002,16-10-2007,21,25,-116,,,,,,
B14C0148,002,29-10-2007,18,22,-113,,,,,,
B14C0148,002,14-11-2007,9,13,-104,,,,,,
B14C0148,002,28-11-2007,10,14,-105,,,,,,
B14C0148,002,14-12-2007,8,12,-103,,,,,,
B14C0148,002,28-12-2007,,,,N,,,,,
B14C0148,002,15-01-2008,9,13,-104,,,,,,
B14C0148,002,28-01-2008,11,15,-106,,,,,,
B14C0148,002,14-02-2008,17,21,-112,,,,,,
B14C0148,002,28-02-2008,12,16,-107,,,,,,
B14C0148,002,13-03-2008,5,9,-100,,,,,,
B14C0148,002,28-03-2008,3,7,-98,,,,,,
B14C0148,002,14-04-2008,15,19,-110,,,,,,
B14C0148,002,28-04-2008,22,26,-117,,,,,,
B14C0148,002,13-05-2008,26,30,-121,,,,,,
B14C0148,002,28-05-2008,27,31,-122,,,,,,
B14C0148,002,16-06-2008,30,34,-125,,,,,,
B14C0148,002,27-06-2008,34,38,-129,,,,,,
B14C0148,002,11-07-2008,31,35,-126,,,,,,
B14C0148,002,28-07-2008,32,36,-127,,,,,,
B14C0148,002,13-08-2008,23,27,-118,,,,,,
B14C0148,002,27-08-2008,23,27,-118,,,,,,
B14C0148,002,15-09-2008,19,23,-114,,,,,,
B14C0148,002,29-09-2008,24,28,-119,,,,,,
B14C0148,002,14-10-2008,6,10,-101,,,,,,
B14C0148,002,27-10-2008,5,9,-100,,,,,,
B14C0148,002,13-11-2008,2,6,-97,,,,,,
B14C0148,002,27-11-2008,3,7,-98,,,,,,
B14C0148,002,15-12-2008,7,11,-102,,,,,,
B14C0148,002,30-12-2008,,,,N,,,,,
B14C0148,002,13-01-2009,11,15,-106,,,,,,
B14C0148,002,27-01-2009,9,13,-104,,,,,,
B14C0148,002,12-02-2009,10,14,-105,,,,,,
B14C0148,002,25-02-2009,13,17,-108,,,,,,
B14C0148,002,14-03-2009,,,,N,,,,,
B14C0148,002,26-03-2009,16,20,-111,,,,,,
B14C0148,002,15-04-2009,21,25,-116,,,,,,
B14C0148,002,27-04-2009,25,29,-120,,,,,,
B14C0148,002,13-05-2009,29,33,-124,,,,,,
B14C0148,002,28-05-2009,20,24,-115,,,,,,
B14C0148,002,15-06-2009,25,29,-120,,,,,,
B14C0148,002,29-06-2009,29,33,-124,,,,,,
B14C0148,002,13-07-2009,29,33,-124,,,,,,
B14C0148,002,27-07-2009,33,37,-128,,,,,,
B14C0148,002,01-08-2009,,,,N,,,,,
B14C0148,002,26-08-2009,105,109,-200,,,,,,
B14C0148,002,14-09-2009,38,42,-133,,,,,,
B14C0148,002,28-09-2009,40,44,-135,,,,,,
B14C0148,002,13-10-2009,35,39,-130,,,,,,
B14C0148,002,27-10-2009,34,38,-129,,,,,,
B14C0148,002,10-11-2009,27,31,-122,,,,,,
B14C0148,002,15-12-2009,14,18,-109,,,,,,
B14C0148,002,28-12-2009,5,9,-100,,,,,,
B14C0148,002,15-01-2010,16,20,-111,,,,,,
B14C0148,002,28-01-2010,,,,N,,,,,
B14C0148,002,12-02-2010,20,24,-115,,,,,,
B14C0148,002,16-03-2010,17,21,-112,,,,,,
B14C0148,002,29-03-2010,13,17,-108,,,,,,
B14C0148,002,14-04-2010,24,28,-119,,,,,,
B14C0148,002,28-04-2010,,,,N,,,,,
B14C0148,002,12-05-2010,20,24,-115,,,,,,
B14C0148,002,28-05-2010,27,31,-122,,,,,,
B14C0148,002,14-06-2010,80,84,-175,,,,,,
B14C0148,002,28-06-2010,31,35,-126,,,,,,
B14C0148,002,13-07-2010,30,34,-125,,,,,,
B14C0148,002,28-07-2010,32,36,-127,,,,,,
B14C0148,002,14-08-2010,,,,N,,,,,
B14C0148,002,28-08-2010,,,,N,,,,,
B14C0148,002,15-09-2010,10,14,-105,,,,,,
B14C0148,002,28-09-2010,,,,N,,,,,
B14C0148,002,13-10-2010,14,18,-109,,,,,,
B14C0148,002,27-10-2010,6,10,-101,,,,,,
B14C0148,002,15-11-2010,0,4,-95,,,,,,
B14C0148,002,29-11-2010,9,13,-104,,,,,,
B14C0148,002,14-12-2010,12,16,-107,,,,,,
B14C0148,002,28-12-2010,,,,N,,,,,
B14C0148,002,13-01-2011,2,6,-97,,,,,,
B14C0148,002,27-01-2011,8,12,-103,,,,,,
B14C0148,002,15-02-2011,6,10,-101,,,,,,
B14C0148,002,28-02-2011,10,14,-105,,,,,,
B14C0148,002,15-03-2011,16,20,-111,,,,,,
B14C0148,002,28-03-2011,21,25,-116,,,,,,
B14C0148,002,14-04-2011,21,25,-116,,,,,,
B14C0148,002,28-04-2011,,,,N,,,,,
B14C0148,002,14-05-2011,,,,N,,,,,
B14C0148,002,27-05-2011,28,32,-123,,,,,,
B14C0148,002,14-06-2011,30,34,-125,,,,,,
B14C0148,002,28-06-2011,78,82,-173,,,,,,
B14C0148,002,14-07-2011,,,,N,,,,,
B14C0148,002,27-07-2011,5,9,-100,,,,,,
B14C0148,002,15-08-2011,8,12,-103,,,,,,
B14C0148,002,28-08-2011,,,,N,,,,,
B14C0148,002,14-09-2011,3,7,-98,,,,,,
B14C0148,002,28-09-2011,10,14,-105,,,,,,
B14C0148,002,14-10-2011,4,8,-99,,,,,,
B14C0148,002,27-10-2011,5,9,-100,,,,,,
B14C0148,002,14-11-2011,19,23,-114,,,,,,
B14C0148,002,28-11-2011,18,22,-113,,,,,,
B14C0148,002,14-12-2011,,,,N,,,,,
B14C0148,002,28-12-2011,9,13,-104,,,,,,
B14C0148,002,13-01-2012,7,11,-102,,,,,,
B14C0148,002,30-01-2012,11,15,-106,,,,,,
B14C0148,002,14-02-2012,25,29,-120,,,,,,
B14C0148,002,29-02-2012,13,17,-108,,,,,,
B14C0148,002,14-03-2012,10,14,-105,,,,,,
B14C0148,002,28-03-2012,21,25,-116,,,,,,
B14C0148,002,16-04-2012,19,23,-114,,,,,,
B14C0148,002,27-04-2012,16,20,-111,,,,,,
B14C0148,002,14-05-2012,17,21,-112,,,,,,
B14C0148,002,29-05-2012,23,27,-118,,,,,,
B14C0148,002,13-06-2012,24,28,-119,,,,,,
B14C0148,002,27-06-2012,23,27,-118,,,,,,
B14C0148,002,12-07-2012,20,24,-115,,,,,,
B14C0148,002,26-07-2012,16,20,-111,,,,,,
B14C0148,002,13-08-2012,22,26,-117,,,,,,
B14C0148,002,27-08-2012,22,26,-117,,,,,,
B14C0148,002,13-09-2012,20,24,-115,,,,,,
B14C0148,002,27-09-2012,8,12,-103,,,,,,
B14C0148,002,11-10-2012,5,9,-100,,,,,,
B14C0148,002,29-10-2012,,,,N,,,,,
B14C0148,002,14-11-2012,10,7,-110,,,,,,
B14C0148,002,28-11-2012,,,,N,,,,,
B14C0148,002,14-12-2012,,,,N,,,,,
B14C0148,002,28-12-2012,,,,N,,,,,
B14C0148,002,14-01-2013,4,1,-104,,,,,,
B14C0148,002,29-01-2013,,,,O,,,,,
B14C0148,002,13-02-2013,,,,N,,,,,
B14C0148,002,28-02-2013,6,3,-106,,,,,,
B14C0148,002,13-03-2013,5,2,-105,,,,,,
B14C0148,002,28-03-2013,19,16,-119,,,,,,
B14C0148,002,15-04-2013,15,12,-115,,,,,,
B14C0148,002,28-04-2013,,,,N,,,,,
B14C0148,002,14-05-2013,21,18,-121,,,,,,
B14C0148,002,29-05-2013,14,11,-114,,,,,,
B14C0148,002,13-06-2013,23,20,-123,,,,,,
B14C0148,002,27-06-2013,15,12,-115,,,,,,
B14C0148,002,14-07-2013,,,,N,,,,,
B14C0148,002,29-07-2013,24,21,-124,,,,,,
B14C0148,002,14-09-2013,,,,N,,,,,
B14C0148,002,27-09-2013,10,7,-110,,,,,,
B14C0148,002,15-10-2013,,,,N,,,,,
B14C0148,002,28-10-2013,,,,N,,,,,
B14C0148,002,12-11-2013,,,,W,,,,,
B14C0148,002,28-11-2013,,,,W,,,,,
B14C0148,002,12-12-2013,,,,W,,,,,
B14C0148,002,28-12-2013,,,,N,,,,,
B14C0148,002,15-01-2014,,,,W,,,,,
B14C0148,002,29-01-2014,,,,W,,,,,
B14C0148,002,14-02-2014,,,,W,,,,,
B14C0148,002,28-02-2014,,,,W,,,,,
B14C0148,002,14-03-2014,15,12,-115,,,,,,
B14C0148,002,28-03-2014,,,,N,,,,,
B14C0148,002,15-04-2014,10,7,-110,,,,,,
B14C0148,002,28-04-2014,17,14,-117,,,,,,
B14C0148,002,14-05-2014,15,12,-115,,,,,,
B14C0148,002,28-05-2014,,,,N,,,,,
B14C0148,002,16-06-2014,7,4,-107,,,,,,
B14C0148,002,30-06-2014,20,17,-120,,,,,,
B14C0148,002,14-07-2014,20,17,-120,,,,,,
B14C0148,002,29-07-2014,21,18,-121,,,,,,
B14C0148,002,14-08-2014,,,,N,,,,,
B14C0148,002,28-08-2014,6,3,-106,,,,,,
B14C0148,002,15-09-2014,19,16,-119,,,,,,
B14C0148,002,30-09-2014,20,17,-120,,,,,,
B14C0148,002,14-10-2014,,,,N,,,,,
B14C0148,002,28-10-2014,,,,N,,,,,
B14C0148,002,13-11-2014,5,2,-105,,,,,,
B14C0148,002,28-11-2014,,,,N,,,,,
B14C0148,002,14-12-2014,,,,N,,,,,
B14C0148,002,28-12-2014,,,,N,,,,,
B14C0148,002,13-01-2015,,,,O,,,,,
B14C0148,002,27-01-2015,,,,O,,,,,
B14C0148,002,16-02-2015,1,-2,-101,,,,,,
B14C0148,002,28-02-2015,,,,N,,,,,
B14C0148,002,16-03-2015,16,13,-116,,,,,,
B14C0148,002,27-03-2015,13,10,-113,,,,,,
B14C0148,002,14-04-2015,13,10,-113,,,,,,
B14C0148,002,29-04-2015,19,16,-119,,,,,,
B14C0148,002,14-05-2015,,,,N,,,,,
B14C0148,002,28-05-2015,27,24,-127,,,,,,
B14C0148,002,15-06-2015,30,27,-130,,,,,,
B14C0148,002,29-06-2015,60,57,-160,,,,,,
B14C0148,002,13-07-2015,34,31,-134,,,,,,
B14C0148,002,28-07-2015,,,,N,,,,,
B14C0148,002,14-08-2015,,,,N,,,,,
B14C0148,002,26-08-2015,19,16,-119,,,,,,
B14C0148,002,14-09-2015,,,,N,,,,,
B14C0148,002,28-09-2015,,,,N,,,,,
B14C0148,002,12-10-2015,15,12,-115,,,,,,
B14C0148,002,28-10-2015,10,7,-110,,,,,,
B14C0148,002,16-11-2015,,,,O,,,,,
B14C0148,002,01-12-2015,,,,O,,,,,
B14C0148,002,14-01-2016,,,,O,,,,,
B14C0148,002,20-01-2016,,,,O,,,,,
B14C0148,002,16-02-2016,,,,O,,,,,
B14C0148,002,29-02-2016,,,,O,,,,,
B14C0148,002,14-03-2016,,,,N,,,,,
B14C0148,002,31-03-2016,7,4,-107,,,,,,
B14C0148,002,14-04-2016,10,7,-110,,,,,,
B14C0148,002,28-04-2016,,,,N,,,,,
B14C0148,002,12-05-2016,16,13,-116,,,,,,
B14C0148,002,28-05-2016,,,,N,,,,,
B14C0148,002,16-06-2016,18,15,-118,,,,,,
B14C0148,002,28-06-2016,11,8,-111,,,,,,
B14C0148,002,15-07-2016,15,12,-115,,,,,,
B14C0148,002,28-07-2016,,,,N,,,,,
B14C0148,002,16-08-2016,21,18,-121,,,,,,
B14C0148,002,28-08-2016,,,,N,,,,,
B14C0148,002,13-09-2016,52,49,-152,,,,,,
B14C0148,002,27-09-2016,25,22,-125,,,,,,
B14C0148,002,12-10-2016,23,20,-123,,,,,,
B14C0148,002,28-10-2016,,,,N,,,,,
B14C0148,002,14-11-2016,,,,N,,,,,
B14C0148,002,28-11-2016,,,,N,,,,,
B14C0148,002,14-12-2016,,,,N,,,,,
B14C0148,002,28-12-2016,,,,N,,,,,
B14C0148,002,14-01-2017,,,,N,,,,,
B14C0148,002,28-01-2017,,,,N,,,,,
B14C0148,002,14-02-2017,,,,N,,,,,
B14C0148,002,28-02-2017,,,,N,,,,,
B14C0148,002,14-03-2017,,,,N,,,,,
B14C0148,002,28-03-2017,15,12,-115,,,,,,
B14C0148,002,14-04-2017,7,4,-107,,,,,,
B14C0148,002,28-04-2017,,,,N,,,,,
B14C0148,002,15-05-2017,22,19,-122,,,,,,
B14C0148,002,28-05-2017,,,,N,,,,,
B14C0148,002,15-06-2017,,,,N,,,,,
B14C0148,002,28-06-2017,,,,N,,,,,
B14C0148,002,18-07-2017,44,41,-144,,,,,,
B14C0148,002,28-07-2017,,,,N,,,,,
B14C0148,002,13-08-2017,28,25,-128,,,,,,
B14C0148,002,28-08-2017,26,23,-126,,,,,,
B14C0148,002,14-09-2017,,,,N,,,,,
B14C0148,002,28-09-2017,,,,N,,,,,
B14C0148,002,14-10-2017,,,,N,,,,,
B14C0148,002,27-10-2017,5,2,-105,,,,,,
B14C0148,002,14-11-2017,,,,N,,,,,
B14C0148,002,28-11-2017,,,,O,,,,,
B14C0148,002,15-12-2017,,,,O,,,,,
B14C0148,002,28-12-2017,,,,N,,,,,
B14C0148,002,14-01-2018,,,,N,,,,,
B14C0148,002,28-01-2018,,,,N,,,,,
B14C0148,002,14-02-2018,,,,N,,,,,
B14C0148,002,28-02-2018,,,,Y,,,,,
B14C0148,002,14-03-2018,5,2,-105,,,,,,
B14C0148,002,29-03-2018,15,12,-115,,,,,,
B14C0148,002,13-04-2018,11,8,-111,,,,,,
B14C0148,002,30-04-2018,12,9,-112,,,,,,
B14C0148,002,14-05-2018,,,,N,,,,,
B14C0148,002,23-05-2018,21,18,-121,,,,,,
