Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,28-10-2021,,,,,,,,
B14C0149,001,14-01-2002,40,43,-61,,,,,,
B14C0149,001,29-01-2002,36,39,-57,,,,,,
B14C0149,001,13-02-2002,31,34,-52,,,,,,
B14C0149,001,15-03-2002,60,63,-81,,,,,,
B14C0149,001,27-03-2002,58,61,-79,,,,,,
B14C0149,001,23-04-2002,83,86,-104,,,,,,
B14C0149,001,13-05-2002,77,80,-98,,,,,,
B14C0149,001,29-05-2002,64,67,-85,,,,,,
B14C0149,001,27-06-2002,94,97,-115,,,,,,
B14C0149,001,15-07-2002,98,101,-119,,,,,,
B14C0149,001,29-07-2002,102,105,-123,,,,,,
B14C0149,001,14-08-2002,60,63,-81,,,,,,
B14C0149,001,28-08-2002,51,54,-72,,,,,,
B14C0149,001,16-09-2002,71,74,-92,,,,,,
B14C0149,001,30-09-2002,74,77,-95,,,,,,
B14C0149,001,14-10-2002,80,83,-101,,,,,,
B14C0149,001,28-10-2002,40,43,-61,,,,,,
B14C0149,001,13-11-2002,21,24,-42,,,,,,
B14C0149,001,27-11-2002,32,35,-53,,,,,,
B14C0149,001,26-12-2002,36,39,-57,,,,,,
B14C0149,001,13-01-2003,20,23,-41,,,,,,
B14C0149,001,28-01-2003,32,35,-53,,,,,,
B14C0149,001,19-02-2003,54,57,-75,,,,,,
B14C0149,001,26-02-2003,55,58,-76,,,,,,
B14C0149,001,13-03-2003,57,60,-78,,,,,,
B14C0149,001,31-03-2003,76,79,-97,,,,,,
B14C0149,001,11-04-2003,77,80,-98,,,,,,
B14C0149,001,28-04-2003,91,94,-112,,,,,,
B14C0149,001,14-05-2003,,,,D,,,,,
B14C0149,001,28-05-2003,98,101,-119,,,,,,
B14C0149,001,16-06-2003,,,,D,,,,,
B14C0149,001,26-06-2003,,,,D,,,,,
B14C0149,001,12-07-2003,,,,D,,,,,
B14C0149,001,28-07-2003,,,,D,,,,,
B14C0149,001,14-08-2003,,,,D,,,,,
B14C0149,001,28-08-2003,,,,D,,,,,
B14C0149,001,15-09-2003,,,,D,,,,,
B14C0149,001,26-09-2003,,,,D,,,,,
B14C0149,001,14-10-2003,,,,D,,,,,
B14C0149,001,27-10-2003,,,,D,,,,,
B14C0149,001,13-11-2003,75,78,-96,,,,,,
B14C0149,001,26-11-2003,46,49,-67,,,,,,
B14C0149,001,15-01-2004,37,40,-58,,,,,,
B14C0149,001,27-01-2004,35,38,-56,,,,,,
B14C0149,001,12-02-2004,22,25,-43,,,,,,
B14C0149,001,29-02-2004,55,58,-76,,,,,,
B14C0149,001,15-03-2004,47,50,-68,,,,,,
B14C0149,001,28-03-2004,52,55,-73,,,,,,
B14C0149,001,14-04-2004,66,69,-87,,,,,,
B14C0149,001,28-04-2004,84,87,-105,,,,,,
B14C0149,001,13-05-2004,,,,D,,,,,
B14C0149,001,27-05-2004,,,,D,,,,,
B14C0149,001,15-06-2004,,,,D,,,,,
B14C0149,001,13-07-2004,,,,D,,,,,
B14C0149,001,27-07-2004,,,,D,,,,,
B14C0149,001,16-08-2004,,,,D,,,,,
B14C0149,001,30-08-2004,70,73,-91,,,,,,
B14C0149,001,13-09-2004,35,38,-56,,,,,,
B14C0149,001,29-09-2004,38,41,-59,,,,,,
B14C0149,001,13-10-2004,79,82,-100,,,,,,
B14C0149,001,28-10-2004,38,41,-59,,,,,,
B14C0149,001,15-11-2004,48,51,-69,,,,,,
B14C0149,001,29-11-2004,40,43,-61,,,,,,
B14C0149,001,13-12-2004,52,55,-73,,,,,,
B14C0149,001,27-12-2004,45,48,-66,,,,,,
B14C0149,001,13-01-2005,47,50,-68,,,,,,
B14C0149,001,26-01-2005,44,47,-65,,,,,,
B14C0149,001,14-02-2005,33,36,-54,,,,,,
B14C0149,001,14-03-2005,40,43,-61,,,,,,
B14C0149,001,29-03-2005,36,39,-57,,,,,,
B14C0149,001,13-04-2005,48,51,-69,,,,,,
B14C0149,001,28-04-2005,52,55,-73,,,,,,
B14C0149,001,12-05-2005,77,80,-98,,,,,,
B14C0149,001,28-05-2005,,,,N,,,,,
B14C0149,001,14-06-2005,95,98,-116,,,,,,
B14C0149,001,29-06-2005,,,,D,,,,,
B14C0149,001,13-07-2005,88,91,-109,,,,,,
B14C0149,001,28-07-2005,91,94,-112,,,,,,
B14C0149,001,12-08-2005,90,93,-111,,,,,,
B14C0149,001,30-08-2005,80,83,-101,,,,,,
B14C0149,001,13-09-2005,96,99,-117,,,,,,
B14C0149,001,28-09-2005,91,94,-112,,,,,,
B14C0149,001,14-10-2005,,,,N,,,,,
B14C0149,001,27-10-2005,60,63,-81,,,,,,
B14C0149,001,14-11-2005,48,51,-69,,,,,,
B14C0149,001,28-11-2005,25,28,-46,,,,,,
B14C0149,001,12-01-2006,42,45,-63,,,,,,
B14C0149,001,13-02-2006,30,33,-51,,,,,,
B14C0149,001,28-02-2006,29,32,-50,,,,,,
B14C0149,001,14-03-2006,52,55,-73,,,,,,
B14C0149,001,28-03-2006,40,43,-61,,,,,,
B14C0149,001,13-04-2006,46,49,-67,,,,,,
B14C0149,001,27-04-2006,72,75,-93,,,,,,
B14C0149,001,15-05-2006,88,91,-109,,,,,,
B14C0149,001,13-06-2006,98,101,-119,,,,,,
B14C0149,001,27-06-2006,90,93,-111,,,,,,
B14C0149,001,13-07-2006,,,,D,,,,,
B14C0149,001,27-07-2006,,,,D,,,,,
B14C0149,001,14-08-2006,60,63,-81,,,,,,
B14C0149,001,28-08-2006,49,52,-70,,,,,,
B14C0149,001,13-09-2006,85,88,-106,,,,,,
B14C0149,001,28-09-2006,97,100,-118,,,,,,
B14C0149,001,12-10-2006,69,72,-90,,,,,,
B14C0149,001,30-10-2006,54,57,-75,,,,,,
B14C0149,001,14-11-2006,36,39,-57,,,,,,
B14C0149,001,28-11-2006,35,38,-56,,,,,,
B14C0149,001,13-12-2006,28,31,-49,,,,,,
B14C0149,001,15-01-2007,44,47,-65,,,,,,
B14C0149,001,29-01-2007,41,44,-62,,,,,,
B14C0149,001,14-02-2007,3,6,-24,,,,,,
B14C0149,001,28-02-2007,2,5,-23,,,,,,
B14C0149,001,13-03-2007,46,49,-67,,,,,,
B14C0149,001,27-03-2007,67,70,-88,,,,,,
B14C0149,001,12-04-2007,85,88,-106,,,,,,
B14C0149,001,27-04-2007,94,97,-115,,,,,,
B14C0149,001,14-05-2007,,,,D,,,,,
B14C0149,001,29-05-2007,,,,D,,,,,
B14C0149,001,13-06-2007,90,93,-111,,,,,,
B14C0149,001,27-06-2007,,,,D,,,,,
B14C0149,001,12-07-2007,82,85,-103,,,,,,
B14C0149,001,30-07-2007,71,74,-92,,,,,,
B14C0149,001,13-08-2007,,,,D,,,,,
B14C0149,001,28-08-2007,86,89,-107,,,,,,
B14C0149,001,13-09-2007,,,,D,,,,,
B14C0149,001,28-09-2007,96,99,-117,,,,,,
B14C0149,001,16-10-2007,89,92,-110,,,,,,
B14C0149,001,29-10-2007,77,80,-98,,,,,,
B14C0149,001,14-11-2007,42,45,-63,,,,,,
B14C0149,001,28-11-2007,44,47,-65,,,,,,
B14C0149,001,14-12-2007,44,47,-65,,,,,,
B14C0149,001,28-12-2007,,,,N,,,,,
B14C0149,001,15-01-2008,29,32,-50,,,,,,
B14C0149,001,28-01-2008,46,49,-67,,,,,,
B14C0149,001,14-02-2008,56,59,-77,,,,,,
B14C0149,001,28-02-2008,46,49,-67,,,,,,
B14C0149,001,13-03-2008,23,26,-44,,,,,,
B14C0149,001,28-03-2008,43,46,-64,,,,,,
B14C0149,001,14-04-2008,68,71,-89,,,,,,
B14C0149,001,28-04-2008,81,84,-102,,,,,,
B14C0149,001,13-05-2008,94,97,-115,,,,,,
B14C0149,001,28-05-2008,,,,D,,,,,
B14C0149,001,16-06-2008,,,,D,,,,,
B14C0149,001,27-06-2008,,,,D,,,,,
B14C0149,001,11-07-2008,,,,D,,,,,
B14C0149,001,28-07-2008,,,,D,,,,,
B14C0149,001,13-08-2008,,,,D,,,,,
B14C0149,001,27-08-2008,90,93,-111,,,,,,
B14C0149,001,15-09-2008,84,87,-105,,,,,,
B14C0149,001,29-09-2008,92,95,-113,,,,,,
B14C0149,001,14-10-2008,54,57,-75,,,,,,
B14C0149,001,27-10-2008,33,36,-54,,,,,,
B14C0149,001,13-11-2008,16,19,-37,,,,,,
B14C0149,001,27-11-2008,36,39,-57,,,,,,
B14C0149,001,15-12-2008,40,43,-61,,,,,,
B14C0149,001,30-12-2008,,,,N,,,,,
B14C0149,001,13-01-2009,21,24,-42,,,,,,
B14C0149,001,27-01-2009,40,43,-61,,,,,,
B14C0149,001,12-02-2009,26,29,-47,,,,,,
B14C0149,001,25-02-2009,45,48,-66,,,,,,
B14C0149,001,14-03-2009,,,,N,,,,,
B14C0149,001,26-03-2009,38,41,-59,,,,,,
B14C0149,001,15-04-2009,76,79,-97,,,,,,
B14C0149,001,27-04-2009,85,88,-106,,,,,,
B14C0149,001,13-05-2009,,,,D,,,,,
B14C0149,001,28-05-2009,,,,D,,,,,
B14C0149,001,15-06-2009,,,,D,,,,,
B14C0149,001,29-06-2009,,,,D,,,,,
B14C0149,001,13-07-2009,,,,D,,,,,
B14C0149,001,27-07-2009,,,,D,,,,,
B14C0149,001,01-08-2009,,,,N,,,,,
B14C0149,001,26-08-2009,,,,D,,,,,
B14C0149,001,14-09-2009,,,,D,,,,,
B14C0149,001,28-09-2009,,,,D,,,,,
B14C0149,001,13-10-2009,,,,D,,,,,
B14C0149,001,27-10-2009,,,,D,,,,,
B14C0149,001,10-11-2009,87,90,-108,,,,,,
B14C0149,001,15-12-2009,51,54,-72,,,,,,
B14C0149,001,28-12-2009,27,30,-48,,,,,,
B14C0149,001,15-01-2010,50,53,-71,,,,,,
B14C0149,001,28-01-2010,,,,N,,,,,
B14C0149,001,12-02-2010,54,57,-75,,,,,,
B14C0149,001,16-03-2010,38,41,-59,,,,,,
B14C0149,001,29-03-2010,55,58,-76,,,,,,
B14C0149,001,14-04-2010,73,76,-94,,,,,,
B14C0149,001,28-04-2010,,,,N,,,,,
B14C0149,001,12-05-2010,75,78,-96,,,,,,
B14C0149,001,28-05-2010,,,,D,,,,,
B14C0149,001,14-06-2010,,,,D,,,,,
B14C0149,001,28-06-2010,,,,D,,,,,
B14C0149,001,13-07-2010,,,,D,,,,,
B14C0149,001,28-07-2010,,,,D,,,,,
B14C0149,001,14-08-2010,,,,N,,,,,
B14C0149,001,28-08-2010,,,,N,,,,,
B14C0149,001,15-09-2010,40,43,-61,,,,,,
B14C0149,001,28-09-2010,,,,N,,,,,
B14C0149,001,13-10-2010,63,66,-84,,,,,,
B14C0149,001,27-10-2010,38,41,-59,,,,,,
B14C0149,001,15-11-2010,10,13,-31,,,,,,
B14C0149,001,29-11-2010,48,51,-69,,,,,,
B14C0149,001,14-12-2010,48,51,-69,,,,,,
B14C0149,001,28-12-2010,,,,N,,,,,
B14C0149,001,13-01-2011,5,8,-26,,,,,,
B14C0149,001,27-01-2011,45,48,-66,,,,,,
B14C0149,001,15-02-2011,38,41,-59,,,,,,
B14C0149,001,28-02-2011,9,12,-30,,,,,,
B14C0149,001,15-03-2011,57,60,-78,,,,,,
B14C0149,001,28-03-2011,72,75,-93,,,,,,
B14C0149,001,14-04-2011,74,77,-95,,,,,,
B14C0149,001,28-04-2011,,,,N,,,,,
B14C0149,001,14-05-2011,,,,N,,,,,
B14C0149,001,27-05-2011,,,,D,,,,,
B14C0149,001,14-06-2011,,,,D,,,,,
B14C0149,001,28-06-2011,,,,D,,,,,
B14C0149,001,14-07-2011,,,,N,,,,,
B14C0149,001,27-07-2011,47,50,-68,,,,,,
B14C0149,001,15-08-2011,57,60,-78,,,,,,
B14C0149,001,28-08-2011,,,,N,,,,,
B14C0149,001,14-09-2011,54,57,-75,,,,,,
B14C0149,001,28-09-2011,64,67,-85,,,,,,
B14C0149,001,14-10-2011,37,40,-58,,,,,,
B14C0149,001,27-10-2011,40,43,-61,,,,,,
B14C0149,001,14-11-2011,64,67,-85,,,,,,
B14C0149,001,28-11-2011,70,73,-91,,,,,,
B14C0149,001,14-12-2011,,,,N,,,,,
B14C0149,001,28-12-2011,38,41,-59,,,,,,
B14C0149,001,13-01-2012,33,36,-54,,,,,,
B14C0149,001,30-01-2012,46,49,-67,,,,,,
B14C0149,001,14-02-2012,73,76,-94,,,,,,
B14C0149,001,29-02-2012,41,44,-62,,,,,,
B14C0149,001,14-03-2012,51,54,-72,,,,,,
B14C0149,001,28-03-2012,75,78,-96,,,,,,
B14C0149,001,16-04-2012,82,85,-103,,,,,,
B14C0149,001,27-04-2012,78,81,-99,,,,,,
B14C0149,001,14-05-2012,76,79,-97,,,,,,
B14C0149,001,29-05-2012,,,,D,,,,,
B14C0149,001,13-06-2012,,,,D,,,,,
B14C0149,001,27-06-2012,,,,D,,,,,
B14C0149,001,12-07-2012,,,,D,,,,,
B14C0149,001,26-07-2012,87,90,-108,,,,,,
B14C0149,001,13-08-2012,,,,D,,,,,
B14C0149,001,27-08-2012,,,,D,,,,,
B14C0149,001,13-09-2012,,,,D,,,,,
B14C0149,001,27-09-2012,70,73,-91,,,,,,
B14C0149,001,11-10-2012,50,53,-71,,,,,,
B14C0149,001,29-10-2012,,,,N,,,,,
B14C0149,001,14-11-2012,43,46,-73,,,,,,
B14C0149,001,28-11-2012,,,,N,,,,,
B14C0149,001,14-12-2012,,,,N,,,,,
B14C0149,001,28-12-2012,,,,N,,,,,
B14C0149,001,14-01-2013,41,44,-71,,,,,,
B14C0149,001,29-01-2013,,,,N,,,,,
B14C0149,001,13-02-2013,31,34,-61,,,,,,
B14C0149,001,28-02-2013,,,,N,,,,,
B14C0149,001,13-03-2013,29,32,-59,,,,,,
B14C0149,001,28-03-2013,65,68,-95,,,,,,
B14C0149,001,15-04-2013,54,57,-84,,,,,,
B14C0149,001,28-04-2013,,,,N,,,,,
B14C0149,001,14-05-2013,92,95,-122,,,,,,
B14C0149,001,29-05-2013,79,82,-109,,,,,,
B14C0149,001,13-06-2013,96,99,-126,,,,,,
B14C0149,001,27-06-2013,83,86,-113,,,,,,
B14C0149,001,14-07-2013,,,,N,,,,,
B14C0149,001,29-07-2013,99,102,-129,,,,,,
B14C0149,001,14-09-2013,,,,N,,,,,
B14C0149,001,27-09-2013,63,66,-93,,,,,,
B14C0149,001,15-10-2013,4,7,-34,,,,,,
B14C0149,001,28-10-2013,,,,N,,,,,
B14C0149,001,12-11-2013,15,18,-45,,,,,,
B14C0149,001,28-11-2013,,,,N,,,,,
B14C0149,001,12-12-2013,,,,N,,,,,
B14C0149,001,28-12-2013,,,,N,,,,,
B14C0149,001,15-01-2014,,,,N,,,,,
B14C0149,001,29-01-2014,,,,N,,,,,
B14C0149,001,14-02-2014,,,,N,,,,,
B14C0149,001,28-02-2014,,,,N,,,,,
B14C0149,001,14-03-2014,,,,N,,,,,
B14C0149,001,28-03-2014,,,,N,,,,,
B14C0149,001,15-04-2014,,,,N,,,,,
B14C0149,001,28-04-2014,,,,N,,,,,
B14C0149,001,14-05-2014,,,,N,,,,,
B14C0149,001,28-05-2014,,,,N,,,,,
B14C0149,001,16-06-2014,,,,N,,,,,
B14C0149,001,30-06-2014,,,,N,,,,,
B14C0149,001,14-07-2014,,,,N,,,,,
B14C0149,001,29-07-2014,,,,N,,,,,
B14C0149,001,14-08-2014,,,,N,,,,,
B14C0149,001,28-08-2014,,,,N,,,,,
B14C0149,001,15-09-2014,,,,N,,,,,
B14C0149,001,30-09-2014,,,,N,,,,,
B14C0149,001,14-10-2014,,,,N,,,,,
B14C0149,001,28-10-2014,,,,N,,,,,
B14C0149,001,13-11-2014,,,,N,,,,,
B14C0149,001,28-11-2014,,,,N,,,,,
B14C0149,001,14-12-2014,,,,N,,,,,
B14C0149,001,28-12-2014,,,,N,,,,,
B14C0149,001,13-01-2015,,,,N,,,,,
B14C0149,001,27-01-2015,,,,N,,,,,
B14C0149,001,16-02-2015,,,,N,,,,,
B14C0149,001,28-02-2015,,,,N,,,,,
B14C0149,001,16-03-2015,,,,N,,,,,
B14C0149,001,27-03-2015,,,,N,,,,,
B14C0149,001,14-04-2015,,,,N,,,,,
B14C0149,001,29-04-2015,,,,N,,,,,
B14C0149,001,14-05-2015,,,,N,,,,,
B14C0149,001,28-05-2015,,,,N,,,,,
B14C0149,001,15-06-2015,,,,N,,,,,
B14C0149,001,29-06-2015,,,,N,,,,,
B14C0149,001,13-07-2015,,,,N,,,,,
B14C0149,001,28-07-2015,,,,N,,,,,
B14C0149,001,14-08-2015,,,,N,,,,,
B14C0149,001,26-08-2015,,,,N,,,,,
B14C0149,001,14-09-2015,,,,N,,,,,
B14C0149,001,28-09-2015,,,,N,,,,,
B14C0149,001,12-10-2015,,,,N,,,,,
B14C0149,001,28-10-2015,,,,N,,,,,
B14C0149,001,16-11-2015,,,,N,,,,,
B14C0149,001,01-12-2015,,,,N,,,,,
B14C0149,001,14-01-2016,,,,N,,,,,
B14C0149,001,20-01-2016,,,,N,,,,,
B14C0149,001,16-02-2016,,,,N,,,,,
B14C0149,001,29-02-2016,,,,N,,,,,
B14C0149,001,14-03-2016,,,,N,,,,,
B14C0149,001,31-03-2016,,,,N,,,,,
B14C0149,001,14-04-2016,,,,N,,,,,
B14C0149,001,28-04-2016,,,,N,,,,,
B14C0149,001,12-05-2016,,,,N,,,,,
B14C0149,001,28-05-2016,,,,N,,,,,
B14C0149,001,16-06-2016,,,,N,,,,,
B14C0149,001,28-06-2016,,,,N,,,,,
B14C0149,001,15-07-2016,,,,N,,,,,
B14C0149,001,28-07-2016,,,,N,,,,,
B14C0149,001,16-08-2016,,,,N,,,,,
B14C0149,001,28-08-2016,,,,N,,,,,
B14C0149,001,13-09-2016,,,,N,,,,,
B14C0149,001,27-09-2016,,,,N,,,,,
B14C0149,001,12-10-2016,,,,N,,,,,
B14C0149,001,28-10-2016,,,,N,,,,,
B14C0149,001,14-11-2016,,,,N,,,,,
B14C0149,001,28-11-2016,,,,N,,,,,
B14C0149,001,14-12-2016,,,,N,,,,,
B14C0149,001,28-12-2016,,,,N,,,,,
B14C0149,001,14-01-2017,,,,N,,,,,
B14C0149,001,28-01-2017,,,,N,,,,,
B14C0149,001,14-02-2017,,,,N,,,,,
B14C0149,001,28-02-2017,,,,N,,,,,
B14C0149,001,14-03-2017,,,,N,,,,,
B14C0149,001,28-03-2017,,,,N,,,,,
B14C0149,001,14-04-2017,,,,N,,,,,
B14C0149,001,28-04-2017,,,,N,,,,,
B14C0149,001,15-05-2017,,,,N,,,,,
B14C0149,001,28-05-2017,,,,N,,,,,
B14C0149,001,15-06-2017,,,,N,,,,,
B14C0149,001,28-06-2017,,,,N,,,,,
B14C0149,001,18-07-2017,,,,N,,,,,
B14C0149,001,28-07-2017,,,,N,,,,,
B14C0149,001,13-08-2017,,,,N,,,,,
B14C0149,001,28-08-2017,,,,N,,,,,
B14C0149,001,14-09-2017,,,,N,,,,,
B14C0149,001,28-09-2017,,,,N,,,,,
B14C0149,001,14-10-2017,,,,N,,,,,
B14C0149,001,27-10-2017,,,,N,,,,,
B14C0149,001,14-11-2017,,,,N,,,,,
B14C0149,001,28-11-2017,,,,N,,,,,
B14C0149,001,15-12-2017,,,,N,,,,,
B14C0149,001,28-12-2017,,,,N,,,,,
B14C0149,001,14-01-2018,,,,N,,,,,
B14C0149,001,28-01-2018,,,,N,,,,,
B14C0149,001,14-02-2018,,,,N,,,,,
B14C0149,001,28-02-2018,,,,N,,,,,
B14C0149,001,14-03-2018,,,,N,,,,,
B14C0149,001,29-03-2018,,,,N,,,,,
B14C0149,001,13-04-2018,,,,N,,,,,
B14C0149,001,30-04-2018,,,,N,,,,,
B14C0149,001,14-05-2018,,,,N,,,,,
B14C0149,001,23-05-2018,,,,N,,,,,
B14C0149,001,14-06-2018,,,,N,,,,,
B14C0149,001,28-06-2018,,,,N,,,,,
B14C0149,001,12-07-2018,,,,N,,,,,
B14C0149,001,28-07-2018,,,,N,,,,,
B14C0149,001,14-08-2018,,,,N,,,,,
B14C0149,001,28-08-2018,,,,N,,,,,
B14C0149,001,14-09-2018,,,,N,,,,,
B14C0149,001,28-09-2018,,,,N,,,,,
B14C0149,001,12-10-2018,,,,N,,,,,
B14C0149,001,26-10-2018,,,,N,,,,,
B14C0149,001,13-11-2018,,,,N,,,,,
B14C0149,001,30-11-2018,,,,N,,,,,
B14C0149,001,14-12-2018,,,,N,,,,,
B14C0149,001,28-12-2018,,,,N,,,,,
B14C0149,001,14-01-2019,,,,N,,,,,
B14C0149,001,28-01-2019,,,,N,,,,,
