Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,28-10-2021,,,,,,,,
B14C0141,001,30-10-2001,64,68,-51,,,,,,
B14C0141,001,14-11-2001,19,23,-6,,,,,,
B14C0141,001,28-11-2001,48,52,-35,,,,,,
B14C0141,001,13-12-2001,48,52,-35,,,,,,
B14C0141,001,14-01-2002,45,49,-32,,,,,,
B14C0141,001,29-01-2002,23,27,-10,,,,,,
B14C0141,001,13-02-2002,25,29,-12,,,,,,
B14C0141,001,15-03-2002,60,64,-47,,,,,,
B14C0141,001,27-03-2002,58,62,-45,,,,,,
B14C0141,001,23-04-2002,70,74,-57,,,,,,
B14C0141,001,13-05-2002,70,74,-57,,,,,,
B14C0141,001,29-05-2002,77,81,-64,,,,,,
B14C0141,001,27-06-2002,74,78,-61,,,,,,
B14C0141,001,15-07-2002,69,73,-56,,,,,,
B14C0141,001,29-07-2002,75,79,-62,,,,,,
B14C0141,001,14-08-2002,53,57,-40,,,,,,
B14C0141,001,28-08-2002,47,51,-34,,,,,,
B14C0141,001,16-09-2002,60,64,-47,,,,,,
B14C0141,001,30-09-2002,58,62,-45,,,,,,
B14C0141,001,14-10-2002,59,63,-46,,,,,,
B14C0141,001,28-10-2002,31,35,-18,,,,,,
B14C0141,001,13-11-2002,18,22,-5,,,,,,
B14C0141,001,27-11-2002,20,24,-7,,,,,,
B14C0141,001,26-12-2002,35,39,-22,,,,,,
B14C0141,001,13-01-2003,12,16,1,,,,,,
B14C0141,001,26-02-2003,47,51,-34,,,,,,
B14C0141,001,13-03-2003,47,51,-34,,,,,,
B14C0141,001,31-03-2003,61,65,-48,,,,,,
B14C0141,001,11-04-2003,61,65,-48,,,,,,
B14C0141,001,28-04-2003,62,66,-49,,,,,,
B14C0141,001,14-05-2003,68,72,-55,,,,,,
B14C0141,001,28-05-2003,61,65,-48,,,,,,
B14C0141,001,16-06-2003,80,84,-67,,,,,,
B14C0141,001,26-06-2003,83,87,-70,,,,,,
B14C0141,001,12-07-2003,76,80,-63,,,,,,
B14C0141,001,28-07-2003,78,82,-65,,,,,,
B14C0141,001,14-08-2003,85,89,-72,,,,,,
B14C0141,001,28-08-2003,76,80,-63,,,,,,
B14C0141,001,15-09-2003,70,74,-57,,,,,,
B14C0141,001,14-10-2003,63,67,-50,,,,,,
B14C0141,001,27-10-2003,43,47,-30,,,,,,
B14C0141,001,13-11-2003,56,60,-43,,,,,,
B14C0141,001,26-11-2003,32,36,-19,,,,,,
B14C0141,001,15-01-2004,17,21,-4,,,,,,
B14C0141,001,27-01-2004,33,37,-20,,,,,,
B14C0141,001,12-02-2004,24,28,-11,,,,,,
B14C0141,001,29-02-2004,49,53,-36,,,,,,
B14C0141,001,15-03-2004,48,52,-35,,,,,,
B14C0141,001,28-03-2004,44,48,-31,,,,,,
B14C0141,001,14-04-2004,55,59,-42,,,,,,
B14C0141,001,28-04-2004,50,54,-37,,,,,,
B14C0141,001,13-05-2004,52,56,-39,,,,,,
B14C0141,001,27-05-2004,55,59,-42,,,,,,
B14C0141,001,15-06-2004,51,55,-38,,,,,,
B14C0141,001,13-07-2004,45,49,-32,,,,,,
B14C0141,001,27-07-2004,70,74,-57,,,,,,
B14C0141,001,16-08-2004,40,44,-27,,,,,,
B14C0141,001,30-08-2004,34,38,-21,,,,,,
B14C0141,001,13-09-2004,32,36,-19,,,,,,
B14C0141,001,29-09-2004,28,32,-15,,,,,,
B14C0141,001,13-10-2004,48,52,-35,,,,,,
B14C0141,001,28-10-2004,30,34,-17,,,,,,
B14C0141,001,15-11-2004,35,39,-22,,,,,,
B14C0141,001,29-11-2004,35,39,-22,,,,,,
B14C0141,001,13-12-2004,46,50,-33,,,,,,
B14C0141,001,27-12-2004,34,38,-21,,,,,,
B14C0141,001,13-01-2005,30,34,-17,,,,,,
B14C0141,001,26-01-2005,36,40,-23,,,,,,
B14C0141,001,14-02-2005,21,25,-8,,,,,,
B14C0141,001,14-03-2005,38,42,-25,,,,,,
B14C0141,001,29-03-2005,46,50,-33,,,,,,
B14C0141,001,13-04-2005,47,51,-34,,,,,,
B14C0141,001,28-04-2005,52,56,-39,,,,,,
B14C0141,001,12-05-2005,51,55,-38,,,,,,
B14C0141,001,28-05-2005,,,,N,,,,,
B14C0141,001,14-06-2005,48,52,-35,,,,,,
B14C0141,001,29-06-2005,51,55,-38,,,,,,
B14C0141,001,13-07-2005,,,,N,,,,,
B14C0141,001,28-07-2005,,,,N,,,,,
B14C0141,001,12-08-2005,47,51,-34,,,,,,
B14C0141,001,30-08-2005,50,54,-37,,,,,,
B14C0141,001,13-09-2005,57,61,-44,,,,,,
B14C0141,001,28-09-2005,40,44,-27,,,,,,
B14C0141,001,14-10-2005,,,,N,,,,,
B14C0141,001,27-10-2005,23,27,-10,,,,,,
B14C0141,001,14-11-2005,43,47,-30,,,,,,
B14C0141,001,28-11-2005,25,29,-12,,,,,,
B14C0141,001,12-01-2006,49,53,-36,,,,,,
B14C0141,001,13-02-2006,32,36,-19,,,,,,
B14C0141,001,28-02-2006,45,49,-32,,,,,,
B14C0141,001,14-03-2006,59,63,-46,,,,,,
B14C0141,001,28-03-2006,43,47,-30,,,,,,
B14C0141,001,13-04-2006,48,52,-35,,,,,,
B14C0141,001,27-04-2006,56,60,-43,,,,,,
B14C0141,001,15-05-2006,61,65,-48,,,,,,
B14C0141,001,13-06-2006,64,68,-51,,,,,,
B14C0141,001,27-06-2006,53,57,-40,,,,,,
B14C0141,001,13-07-2006,60,64,-47,,,,,,
B14C0141,001,27-07-2006,60,64,-47,,,,,,
B14C0141,001,14-08-2006,,,,W,,,,,
B14C0141,001,28-08-2006,33,37,-20,,,,,,
B14C0141,001,13-09-2006,50,54,-37,,,,,,
B14C0141,001,28-09-2006,53,57,-40,,,,,,
B14C0141,001,12-10-2006,50,54,-37,,,,,,
B14C0141,001,30-10-2006,41,45,-28,,,,,,
B14C0141,001,14-11-2006,21,25,-8,,,,,,
B14C0141,001,28-11-2006,38,42,-25,,,,,,
B14C0141,001,13-12-2006,15,19,-2,,,,,,
B14C0141,001,15-01-2007,33,37,-20,,,,,,
B14C0141,001,29-01-2007,36,40,-23,,,,,,
B14C0141,001,14-02-2007,,,,W,,,,,
B14C0141,001,28-02-2007,,,,W,,,,,
B14C0141,001,13-03-2007,44,48,-31,,,,,,
B14C0141,001,27-03-2007,54,58,-41,,,,,,
B14C0141,001,12-04-2007,59,63,-46,,,,,,
B14C0141,001,27-04-2007,61,65,-48,,,,,,
B14C0141,001,14-05-2007,51,55,-38,,,,,,
B14C0141,001,29-05-2007,54,58,-41,,,,,,
B14C0141,001,13-06-2007,55,59,-42,,,,,,
B14C0141,001,27-06-2007,41,45,-28,,,,,,
B14C0141,001,12-07-2007,52,56,-39,,,,,,
B14C0141,001,13-08-2007,52,56,-39,,,,,,
B14C0141,001,28-08-2007,58,62,-45,,,,,,
B14C0141,001,13-09-2007,54,58,-41,,,,,,
B14C0141,001,28-09-2007,43,47,-30,,,,,,
B14C0141,001,16-10-2007,51,55,-38,,,,,,
B14C0141,001,29-10-2007,45,49,-32,,,,,,
B14C0141,001,14-11-2007,31,35,-18,,,,,,
B14C0141,001,28-11-2007,51,55,-38,,,,,,
B14C0141,001,14-12-2007,40,44,-27,,,,,,
B14C0141,001,28-12-2007,,,,N,,,,,
B14C0141,001,15-01-2008,36,40,-23,,,,,,
B14C0141,001,28-01-2008,49,53,-36,,,,,,
B14C0141,001,14-02-2008,57,61,-44,,,,,,
B14C0141,001,28-02-2008,45,49,-32,,,,,,
B14C0141,001,13-03-2008,9,13,4,,,,,,
B14C0141,001,28-03-2008,38,42,-25,,,,,,
B14C0141,001,14-04-2008,63,67,-50,,,,,,
B14C0141,001,28-04-2008,66,70,-53,,,,,,
B14C0141,001,13-05-2008,77,81,-64,,,,,,
B14C0141,001,28-05-2008,68,72,-55,,,,,,
B14C0141,001,16-06-2008,75,79,-62,,,,,,
B14C0141,001,27-06-2008,79,83,-66,,,,,,
B14C0141,001,11-07-2008,58,62,-45,,,,,,
B14C0141,001,28-07-2008,68,72,-55,,,,,,
B14C0141,001,13-08-2008,56,60,-43,,,,,,
B14C0141,001,27-08-2008,65,69,-52,,,,,,
B14C0141,001,15-09-2008,51,55,-38,,,,,,
B14C0141,001,29-09-2008,40,44,-27,,,,,,
B14C0141,001,14-10-2008,55,59,-42,,,,,,
B14C0141,001,27-10-2008,15,19,-2,,,,,,
B14C0141,001,13-11-2008,7,11,6,,,,,,
B14C0141,001,27-11-2008,32,36,-19,,,,,,
B14C0141,001,15-12-2008,32,36,-19,,,,,,
B14C0141,001,30-12-2008,,,,N,,,,,
B14C0141,001,13-01-2009,33,37,-20,,,,,,
B14C0141,001,27-01-2009,40,44,-27,,,,,,
B14C0141,001,12-02-2009,21,25,-8,,,,,,
B14C0141,001,25-02-2009,51,55,-38,,,,,,
B14C0141,001,14-03-2009,,,,N,,,,,
B14C0141,001,26-03-2009,33,37,-20,,,,,,
B14C0141,001,15-04-2009,65,69,-52,,,,,,
B14C0141,001,27-04-2009,61,65,-48,,,,,,
B14C0141,001,13-05-2009,73,77,-60,,,,,,
B14C0141,001,28-05-2009,44,48,-31,,,,,,
B14C0141,001,15-06-2009,67,71,-54,,,,,,
B14C0141,001,29-06-2009,72,76,-59,,,,,,
B14C0141,001,13-07-2009,63,67,-50,,,,,,
B14C0141,001,27-07-2009,73,77,-60,,,,,,
B14C0141,001,01-08-2009,,,,N,,,,,
B14C0141,001,26-08-2009,78,82,-65,,,,,,
B14C0141,001,14-09-2009,69,73,-56,,,,,,
B14C0141,001,28-09-2009,68,72,-55,,,,,,
B14C0141,001,13-10-2009,60,64,-47,,,,,,
B14C0141,001,27-10-2009,58,62,-45,,,,,,
B14C0141,001,10-11-2009,33,37,-20,,,,,,
B14C0141,001,15-12-2009,43,47,-30,,,,,,
B14C0141,001,28-12-2009,0,4,13,,,,,,
B14C0141,001,15-01-2010,48,52,-35,,,,,,
B14C0141,001,28-01-2010,,,,N,,,,,
B14C0141,001,12-02-2010,50,54,-37,,,,,,
B14C0141,001,16-03-2010,32,36,-19,,,,,,
B14C0141,001,29-03-2010,50,54,-37,,,,,,
B14C0141,001,14-04-2010,66,70,-53,,,,,,
B14C0141,001,28-04-2010,,,,N,,,,,
B14C0141,001,12-05-2010,60,64,-47,,,,,,
B14C0141,001,28-05-2010,73,77,-60,,,,,,
B14C0141,001,14-06-2010,67,71,-54,,,,,,
B14C0141,001,28-06-2010,76,80,-63,,,,,,
B14C0141,001,13-07-2010,62,66,-49,,,,,,
B14C0141,001,28-07-2010,71,75,-58,,,,,,
B14C0141,001,14-08-2010,,,,N,,,,,
B14C0141,001,28-08-2010,,,,N,,,,,
B14C0141,001,15-09-2010,4,8,9,,,,,,
B14C0141,001,28-09-2010,,,,N,,,,,
B14C0141,001,13-10-2010,60,64,-47,,,,,,
B14C0141,001,27-10-2010,38,42,-25,,,,,,
B14C0141,001,15-11-2010,0,5,9,,,,,,
B14C0141,001,29-11-2010,50,55,-41,,,,,,
B14C0141,001,14-12-2010,50,55,-41,,,,,,
B14C0141,001,28-12-2010,,,,N,,,,,
B14C0141,001,13-01-2011,7,12,2,,,,,,
B14C0141,001,27-01-2011,46,51,-37,,,,,,
B14C0141,001,15-02-2011,35,40,-26,,,,,,
B14C0141,001,28-02-2011,0,5,9,,,,,,
B14C0141,001,15-03-2011,58,63,-49,,,,,,
B14C0141,001,28-03-2011,66,71,-57,,,,,,
B14C0141,001,14-04-2011,66,71,-57,,,,,,
B14C0141,001,28-04-2011,,,,N,,,,,
B14C0141,001,14-05-2011,,,,N,,,,,
B14C0141,001,27-05-2011,81,86,-72,,,,,,
B14C0141,001,14-06-2011,71,76,-62,,,,,,
B14C0141,001,28-06-2011,70,75,-61,,,,,,
B14C0141,001,14-07-2011,,,,N,,,,,
B14C0141,001,27-07-2011,25,30,-16,,,,,,
B14C0141,001,15-08-2011,49,54,-40,,,,,,
B14C0141,001,28-08-2011,,,,N,,,,,
B14C0141,001,14-09-2011,48,53,-39,,,,,,
B14C0141,001,28-09-2011,61,66,-52,,,,,,
B14C0141,001,14-10-2011,27,32,-18,,,,,,
B14C0141,001,27-10-2011,46,51,-37,,,,,,
B14C0141,001,14-11-2011,65,70,-56,,,,,,
B14C0141,001,28-11-2011,69,74,-60,,,,,,
B14C0141,001,14-12-2011,,,,N,,,,,
B14C0141,001,28-12-2011,38,43,-29,,,,,,
B14C0141,001,13-01-2012,28,33,-19,,,,,,
B14C0141,001,30-01-2012,51,56,-42,,,,,,
B14C0141,001,14-02-2012,61,66,-52,,,,,,
B14C0141,001,29-02-2012,47,52,-38,,,,,,
B14C0141,001,14-03-2012,51,56,-42,,,,,,
B14C0141,001,28-03-2012,66,71,-57,,,,,,
B14C0141,001,16-04-2012,70,75,-61,,,,,,
B14C0141,001,27-04-2012,67,72,-58,,,,,,
B14C0141,001,14-05-2012,69,74,-60,,,,,,
B14C0141,001,29-05-2012,76,81,-67,,,,,,
B14C0141,001,13-06-2012,77,82,-68,,,,,,
B14C0141,001,27-06-2012,56,61,-47,,,,,,
B14C0141,001,12-07-2012,63,68,-54,,,,,,
B14C0141,001,26-07-2012,68,73,-59,,,,,,
B14C0141,001,13-08-2012,74,79,-65,,,,,,
B14C0141,001,27-08-2012,59,64,-50,,,,,,
B14C0141,001,13-09-2012,60,65,-51,,,,,,
B14C0141,001,27-09-2012,,,,N,,,,,
B14C0141,001,11-10-2012,45,50,-36,,,,,,
B14C0141,001,29-10-2012,,,,N,,,,,
B14C0141,001,14-11-2012,43,48,-34,,,,,,
B14C0141,001,28-11-2012,,,,N,,,,,
B14C0141,001,14-12-2012,,,,N,,,,,
B14C0141,001,28-12-2012,,,,N,,,,,
B14C0141,001,14-01-2013,39,44,-30,,,,,,
B14C0141,001,29-01-2013,,,,N,,,,,
B14C0141,001,13-02-2013,38,43,-29,,,,,,
B14C0141,001,28-02-2013,56,61,-47,,,,,,
B14C0141,001,13-03-2013,36,41,-27,,,,,,
B14C0141,001,28-03-2013,60,65,-51,,,,,,
B14C0141,001,15-04-2013,56,61,-47,,,,,,
B14C0141,001,28-04-2013,,,,N,,,,,
B14C0141,001,14-05-2013,69,74,-60,,,,,,
B14C0141,001,29-05-2013,58,63,-49,,,,,,
B14C0141,001,13-06-2013,72,77,-63,,,,,,
B14C0141,001,27-06-2013,59,64,-50,,,,,,
B14C0141,001,14-07-2013,,,,N,,,,,
B14C0141,001,29-07-2013,69,74,-60,,,,,,
B14C0141,001,14-09-2013,,,,N,,,,,
B14C0141,001,27-09-2013,55,60,-46,,,,,,
B14C0141,001,15-10-2013,,,,W,,,,,
B14C0141,001,28-10-2013,,,,N,,,,,
B14C0141,001,12-11-2013,13,18,-4,,,,,,
B14C0141,001,28-11-2013,,,,N,,,,,
B14C0141,001,12-12-2013,,,,N,,,,,
B14C0141,001,28-12-2013,,,,N,,,,,
B14C0141,001,14-02-2014,,,,N,,,,,
B14C0141,001,28-02-2014,,,,N,,,,,
B14C0141,001,14-03-2014,,,,N,,,,,
B14C0141,001,28-03-2014,,,,N,,,,,
B14C0141,001,15-04-2014,,,,N,,,,,
B14C0141,001,28-04-2014,,,,N,,,,,
B14C0141,001,14-05-2014,,,,N,,,,,
B14C0141,001,28-05-2014,,,,N,,,,,
B14C0141,001,16-06-2014,,,,N,,,,,
B14C0141,001,30-06-2014,,,,N,,,,,
B14C0141,001,14-07-2014,,,,N,,,,,
B14C0141,001,29-07-2014,,,,N,,,,,
B14C0141,001,14-08-2014,,,,N,,,,,
B14C0141,001,28-08-2014,,,,N,,,,,
B14C0141,001,15-09-2014,,,,N,,,,,
B14C0141,001,30-09-2014,,,,N,,,,,
B14C0141,001,14-10-2014,,,,N,,,,,
B14C0141,001,28-10-2014,,,,N,,,,,
B14C0141,001,13-11-2014,,,,N,,,,,
B14C0141,001,28-11-2014,,,,N,,,,,
B14C0141,001,14-12-2014,,,,N,,,,,
B14C0141,001,28-12-2014,,,,N,,,,,
B14C0141,001,13-01-2015,,,,N,,,,,
B14C0141,001,27-01-2015,,,,N,,,,,
B14C0141,001,16-02-2015,,,,N,,,,,
B14C0141,001,28-02-2015,,,,N,,,,,
B14C0141,001,16-03-2015,,,,N,,,,,
B14C0141,001,27-03-2015,,,,N,,,,,
B14C0141,001,14-04-2015,,,,N,,,,,
B14C0141,001,29-04-2015,,,,N,,,,,
B14C0141,001,14-05-2015,,,,N,,,,,
B14C0141,001,28-05-2015,,,,N,,,,,
B14C0141,001,15-06-2015,,,,N,,,,,
B14C0141,001,29-06-2015,,,,N,,,,,
B14C0141,001,13-07-2015,,,,N,,,,,
B14C0141,001,28-07-2015,,,,N,,,,,
B14C0141,001,14-08-2015,,,,N,,,,,
B14C0141,001,26-08-2015,,,,N,,,,,
B14C0141,001,14-09-2015,,,,N,,,,,
B14C0141,001,28-09-2015,,,,N,,,,,
B14C0141,001,12-10-2015,,,,N,,,,,
B14C0141,001,28-10-2015,,,,N,,,,,
B14C0141,001,16-11-2015,,,,N,,,,,
B14C0141,001,01-12-2015,,,,N,,,,,
B14C0141,001,14-01-2016,,,,N,,,,,
B14C0141,001,20-01-2016,,,,N,,,,,
B14C0141,001,16-02-2016,,,,N,,,,,
B14C0141,001,29-02-2016,,,,N,,,,,
B14C0141,001,14-03-2016,,,,N,,,,,
B14C0141,001,31-03-2016,,,,N,,,,,
B14C0141,001,14-04-2016,,,,N,,,,,
B14C0141,001,28-04-2016,,,,N,,,,,
B14C0141,001,12-05-2016,,,,N,,,,,
B14C0141,001,28-05-2016,,,,N,,,,,
B14C0141,001,16-06-2016,,,,N,,,,,
B14C0141,001,28-06-2016,,,,N,,,,,
B14C0141,001,15-07-2016,,,,N,,,,,
B14C0141,001,28-07-2016,,,,N,,,,,
B14C0141,001,16-08-2016,,,,N,,,,,
B14C0141,001,28-08-2016,,,,N,,,,,
B14C0141,001,13-09-2016,,,,N,,,,,
B14C0141,001,27-09-2016,,,,N,,,,,
B14C0141,001,12-10-2016,,,,N,,,,,
B14C0141,001,28-10-2016,,,,N,,,,,
B14C0141,001,14-11-2016,,,,N,,,,,
B14C0141,001,28-11-2016,,,,N,,,,,
B14C0141,001,14-12-2016,,,,N,,,,,
B14C0141,001,28-12-2016,,,,N,,,,,
B14C0141,001,14-01-2017,,,,N,,,,,
B14C0141,001,28-01-2017,,,,N,,,,,
B14C0141,001,14-02-2017,,,,N,,,,,
B14C0141,001,28-02-2017,,,,N,,,,,
B14C0141,001,14-03-2017,,,,N,,,,,
B14C0141,001,28-03-2017,,,,N,,,,,
B14C0141,001,14-04-2017,,,,N,,,,,
B14C0141,001,28-04-2017,,,,N,,,,,
B14C0141,001,15-05-2017,,,,N,,,,,
B14C0141,001,28-05-2017,,,,N,,,,,
B14C0141,001,15-06-2017,,,,N,,,,,
B14C0141,001,28-06-2017,,,,N,,,,,
B14C0141,001,18-07-2017,,,,N,,,,,
B14C0141,001,28-07-2017,,,,N,,,,,
B14C0141,001,13-08-2017,,,,N,,,,,
B14C0141,001,28-08-2017,,,,N,,,,,
B14C0141,001,14-09-2017,,,,N,,,,,
B14C0141,001,28-09-2017,,,,N,,,,,
B14C0141,001,14-10-2017,,,,N,,,,,
B14C0141,001,27-10-2017,,,,N,,,,,
B14C0141,001,14-11-2017,,,,N,,,,,
B14C0141,001,28-11-2017,,,,N,,,,,
B14C0141,001,15-12-2017,,,,N,,,,,
B14C0141,001,28-12-2017,,,,N,,,,,
B14C0141,001,14-01-2018,,,,N,,,,,
B14C0141,001,28-01-2018,,,,N,,,,,
B14C0141,001,14-02-2018,,,,N,,,,,
B14C0141,001,28-02-2018,,,,N,,,,,
B14C0141,001,14-03-2018,,,,N,,,,,
B14C0141,001,29-03-2018,,,,N,,,,,
B14C0141,001,13-04-2018,,,,N,,,,,
B14C0141,001,30-04-2018,,,,N,,,,,
B14C0141,001,14-05-2018,,,,N,,,,,
B14C0141,001,23-05-2018,,,,N,,,,,
B14C0141,001,14-06-2018,,,,N,,,,,
B14C0141,001,28-06-2018,,,,N,,,,,
B14C0141,001,12-07-2018,,,,N,,,,,
B14C0141,001,28-07-2018,,,,N,,,,,
B14C0141,001,14-08-2018,,,,N,,,,,
B14C0141,001,28-08-2018,,,,N,,,,,
B14C0141,001,14-09-2018,,,,N,,,,,
B14C0141,001,28-09-2018,,,,N,,,,,
B14C0141,001,12-10-2018,,,,N,,,,,
B14C0141,001,26-10-2018,,,,N,,,,,
B14C0141,001,13-11-2018,,,,N,,,,,
B14C0141,001,30-11-2018,,,,N,,,,,
