Titel: 
Gebruikersnaam: 
Periode aangevraagd: 01/01/1800-28/10/2021
Datum: 28/10/2021
Referentie: Maaiveld (MV)


LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
B14C0149,002,14CP7060,106290,529510,-18,,-26,-529,-579,1994/04/05,2012/10/30
B14C0149,002,14CP7060,106290,529510,-27,,-34,-534,-584,2012/10/30,2019/08/27

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (MV),BIJZONDERHEID
B14C0149,002,2001/11/14 00:00:00,50,
B14C0149,002,2001/11/28 00:00:00,55,
B14C0149,002,2001/12/13 00:00:00,55,
B14C0149,002,2002/01/14 00:00:00,50,
B14C0149,002,2002/01/29 00:00:00,47,
B14C0149,002,2002/02/13 00:00:00,46,
B14C0149,002,2002/03/15 00:00:00,50,
B14C0149,002,2002/03/27 00:00:00,61,
B14C0149,002,2002/04/23 00:00:00,65,
B14C0149,002,2002/05/13 00:00:00,54,
B14C0149,002,2002/05/29 00:00:00,66,
B14C0149,002,2002/06/27 00:00:00,60,
B14C0149,002,2002/07/15 00:00:00,58,
B14C0149,002,2002/07/29 00:00:00,53,
B14C0149,002,2002/08/14 00:00:00,53,
B14C0149,002,2002/08/28 00:00:00,47,
B14C0149,002,2002/09/16 00:00:00,49,
B14C0149,002,2002/09/30 00:00:00,53,
B14C0149,002,2002/10/14 00:00:00,47,
B14C0149,002,2002/10/28 00:00:00,53,
B14C0149,002,2002/11/13 00:00:00,36,
B14C0149,002,2002/11/27 00:00:00,51,
B14C0149,002,2002/12/26 00:00:00,61,
B14C0149,002,2003/01/13 00:00:00,54,
B14C0149,002,2003/01/28 00:00:00,49,
B14C0149,002,2003/02/19 00:00:00,60,
B14C0149,002,2003/02/26 00:00:00,56,
B14C0149,002,2003/03/13 00:00:00,68,
B14C0149,002,2003/03/31 00:00:00,61,
B14C0149,002,2003/04/11 00:00:00,58,
B14C0149,002,2003/04/28 00:00:00,50,
B14C0149,002,2003/05/14 00:00:00,56,
B14C0149,002,2003/05/28 00:00:00,63,
B14C0149,002,2003/06/16 00:00:00,58,
B14C0149,002,2003/06/26 00:00:00,59,
B14C0149,002,2003/07/12 00:00:00,60,
B14C0149,002,2003/07/28 00:00:00,63,
B14C0149,002,2003/08/14 00:00:00,61,
B14C0149,002,2003/08/28 00:00:00,58,
B14C0149,002,2003/09/15 00:00:00,64,
B14C0149,002,2003/09/26 00:00:00,60,
B14C0149,002,2003/10/14 00:00:00,64,
B14C0149,002,2003/10/27 00:00:00,63,
B14C0149,002,2003/11/13 00:00:00,60,
B14C0149,002,2003/11/26 00:00:00,47,
B14C0149,002,2004/01/15 00:00:00,46,
B14C0149,002,2004/01/27 00:00:00,45,
B14C0149,002,2004/02/12 00:00:00,51,
B14C0149,002,2004/02/29 00:00:00,40,
B14C0149,002,2004/03/15 00:00:00,61,
B14C0149,002,2004/03/28 00:00:00,56,
B14C0149,002,2004/04/14 00:00:00,61,
B14C0149,002,2004/04/28 00:00:00,57,
B14C0149,002,2004/05/13 00:00:00,63,
B14C0149,002,2004/05/27 00:00:00,61,
B14C0149,002,2004/06/15 00:00:00,60,
B14C0149,002,2004/07/13 00:00:00,55,
B14C0149,002,2004/07/27 00:00:00,58,
B14C0149,002,2004/08/16 00:00:00,51,
B14C0149,002,2004/08/30 00:00:00,47,
B14C0149,002,2004/10/13 00:00:00,49,
B14C0149,002,2004/10/28 00:00:00,40,
B14C0149,002,2004/11/15 00:00:00,52,
B14C0149,002,2004/11/29 00:00:00,45,
B14C0149,002,2004/12/13 00:00:00,56,
B14C0149,002,2004/12/27 00:00:00,50,
B14C0149,002,2005/01/13 00:00:00,48,
B14C0149,002,2005/01/26 00:00:00,54,
B14C0149,002,2005/02/14 00:00:00,44,
B14C0149,002,2005/03/14 00:00:00,52,
B14C0149,002,2005/03/29 00:00:00,55,
B14C0149,002,2005/04/13 00:00:00,52,
B14C0149,002,2005/04/28 00:00:00,57,
B14C0149,002,2005/05/12 00:00:00,58,
B14C0149,002,2005/05/28 00:00:00,,N
B14C0149,002,2005/06/14 00:00:00,53,
B14C0149,002,2005/06/29 00:00:00,53,
B14C0149,002,2005/07/13 00:00:00,58,
B14C0149,002,2005/07/28 00:00:00,50,
B14C0149,002,2005/08/12 00:00:00,49,
B14C0149,002,2005/08/30 00:00:00,55,
B14C0149,002,2005/09/13 00:00:00,58,
B14C0149,002,2005/09/28 00:00:00,50,
B14C0149,002,2005/10/14 00:00:00,,N
B14C0149,002,2005/10/27 00:00:00,58,
B14C0149,002,2005/11/14 00:00:00,68,
B14C0149,002,2005/11/28 00:00:00,53,
B14C0149,002,2006/01/12 00:00:00,59,
B14C0149,002,2006/02/13 00:00:00,54,
B14C0149,002,2006/02/28 00:00:00,48,
B14C0149,002,2006/03/14 00:00:00,62,
B14C0149,002,2006/03/28 00:00:00,50,
B14C0149,002,2006/04/13 00:00:00,49,
B14C0149,002,2006/04/27 00:00:00,59,
B14C0149,002,2006/05/15 00:00:00,58,
B14C0149,002,2006/06/13 00:00:00,58,
B14C0149,002,2006/06/27 00:00:00,56,
B14C0149,002,2006/07/13 00:00:00,59,
B14C0149,002,2006/07/27 00:00:00,57,
B14C0149,002,2006/08/14 00:00:00,46,
B14C0149,002,2006/08/28 00:00:00,55,
B14C0149,002,2006/09/13 00:00:00,48,
B14C0149,002,2006/09/28 00:00:00,48,
B14C0149,002,2006/10/12 00:00:00,48,
B14C0149,002,2006/10/30 00:00:00,49,
B14C0149,002,2006/11/14 00:00:00,45,
B14C0149,002,2006/11/28 00:00:00,51,
B14C0149,002,2006/12/13 00:00:00,43,
B14C0149,002,2007/01/15 00:00:00,43,
B14C0149,002,2007/01/29 00:00:00,46,
B14C0149,002,2007/02/14 00:00:00,13,
B14C0149,002,2007/02/28 00:00:00,,W
B14C0149,002,2007/03/13 00:00:00,53,
B14C0149,002,2007/03/27 00:00:00,52,
B14C0149,002,2007/04/12 00:00:00,56,
B14C0149,002,2007/04/27 00:00:00,55,
B14C0149,002,2007/05/14 00:00:00,47,
B14C0149,002,2007/05/29 00:00:00,48,
B14C0149,002,2007/06/13 00:00:00,48,
B14C0149,002,2007/06/27 00:00:00,41,
B14C0149,002,2007/07/12 00:00:00,46,
B14C0149,002,2007/07/30 00:00:00,45,
B14C0149,002,2007/08/13 00:00:00,45,
B14C0149,002,2007/08/28 00:00:00,53,
B14C0149,002,2007/09/13 00:00:00,54,
B14C0149,002,2007/09/28 00:00:00,49,
B14C0149,002,2007/10/16 00:00:00,49,
B14C0149,002,2007/10/29 00:00:00,43,
B14C0149,002,2007/11/14 00:00:00,43,
B14C0149,002,2007/11/28 00:00:00,48,
B14C0149,002,2007/12/14 00:00:00,56,
B14C0149,002,2007/12/28 00:00:00,,N
B14C0149,002,2008/01/15 00:00:00,40,
B14C0149,002,2008/01/28 00:00:00,54,
B14C0149,002,2008/02/14 00:00:00,59,
B14C0149,002,2008/02/28 00:00:00,50,
B14C0149,002,2008/03/13 00:00:00,36,
B14C0149,002,2008/03/28 00:00:00,43,
B14C0149,002,2008/04/14 00:00:00,50,
B14C0149,002,2008/04/28 00:00:00,49,
B14C0149,002,2008/05/13 00:00:00,57,
B14C0149,002,2008/05/28 00:00:00,54,
B14C0149,002,2008/06/16 00:00:00,54,
B14C0149,002,2008/06/27 00:00:00,59,
B14C0149,002,2008/07/11 00:00:00,53,
B14C0149,002,2008/07/28 00:00:00,57,
B14C0149,002,2008/08/13 00:00:00,46,
B14C0149,002,2008/08/27 00:00:00,54,
B14C0149,002,2008/09/15 00:00:00,56,
B14C0149,002,2008/09/29 00:00:00,52,
B14C0149,002,2008/10/14 00:00:00,46,
B14C0149,002,2008/10/27 00:00:00,38,
B14C0149,002,2008/11/13 00:00:00,47,
B14C0149,002,2008/11/27 00:00:00,47,
B14C0149,002,2008/12/15 00:00:00,48,
B14C0149,002,2008/12/30 00:00:00,,N
B14C0149,002,2009/01/13 00:00:00,46,
B14C0149,002,2009/01/27 00:00:00,53,
B14C0149,002,2009/02/12 00:00:00,59,
B14C0149,002,2009/02/25 00:00:00,58,
B14C0149,002,2009/03/14 00:00:00,,N
B14C0149,002,2009/03/26 00:00:00,48,
B14C0149,002,2009/04/15 00:00:00,54,
B14C0149,002,2009/04/27 00:00:00,51,
B14C0149,002,2009/05/13 00:00:00,59,
B14C0149,002,2009/05/28 00:00:00,58,
B14C0149,002,2009/06/15 00:00:00,55,
B14C0149,002,2009/06/29 00:00:00,56,
B14C0149,002,2009/07/13 00:00:00,52,
B14C0149,002,2009/07/27 00:00:00,53,
B14C0149,002,2009/08/01 00:00:00,,N
B14C0149,002,2009/08/26 00:00:00,57,
B14C0149,002,2009/09/14 00:00:00,61,
B14C0149,002,2009/09/28 00:00:00,60,
B14C0149,002,2009/10/13 00:00:00,63,
B14C0149,002,2009/10/27 00:00:00,63,
B14C0149,002,2009/11/10 00:00:00,58,
B14C0149,002,2009/12/15 00:00:00,54,
B14C0149,002,2009/12/28 00:00:00,44,
B14C0149,002,2010/01/15 00:00:00,57,
B14C0149,002,2010/01/28 00:00:00,,N
B14C0149,002,2010/02/12 00:00:00,59,
B14C0149,002,2010/03/16 00:00:00,59,
B14C0149,002,2010/03/29 00:00:00,49,
B14C0149,002,2010/04/14 00:00:00,59,
B14C0149,002,2010/04/28 00:00:00,,N
B14C0149,002,2010/05/12 00:00:00,55,
B14C0149,002,2010/05/28 00:00:00,55,
B14C0149,002,2010/06/14 00:00:00,58,
B14C0149,002,2010/06/28 00:00:00,62,
B14C0149,002,2010/07/13 00:00:00,53,
B14C0149,002,2010/07/28 00:00:00,57,
B14C0149,002,2010/08/14 00:00:00,,N
B14C0149,002,2010/08/28 00:00:00,,N
B14C0149,002,2010/09/15 00:00:00,38,
B14C0149,002,2010/09/28 00:00:00,,N
B14C0149,002,2010/10/13 00:00:00,48,
B14C0149,002,2010/10/27 00:00:00,44,
B14C0149,002,2010/11/15 00:00:00,44,
B14C0149,002,2010/11/29 00:00:00,46,
B14C0149,002,2010/12/14 00:00:00,56,
B14C0149,002,2010/12/28 00:00:00,,N
B14C0149,002,2011/01/13 00:00:00,30,
B14C0149,002,2011/01/27 00:00:00,52,
B14C0149,002,2011/02/15 00:00:00,42,
B14C0149,002,2011/02/28 00:00:00,56,
B14C0149,002,2011/03/15 00:00:00,56,
B14C0149,002,2011/03/28 00:00:00,55,
B14C0149,002,2011/04/14 00:00:00,57,
B14C0149,002,2011/04/28 00:00:00,,N
B14C0149,002,2011/05/14 00:00:00,,N
B14C0149,002,2011/05/27 00:00:00,54,
B14C0149,002,2011/06/14 00:00:00,58,
B14C0149,002,2011/06/28 00:00:00,55,
B14C0149,002,2011/07/14 00:00:00,,N
B14C0149,002,2011/07/27 00:00:00,50,
B14C0149,002,2011/08/15 00:00:00,45,
B14C0149,002,2011/08/28 00:00:00,,N
B14C0149,002,2011/09/14 00:00:00,42,
B14C0149,002,2011/09/28 00:00:00,47,
B14C0149,002,2011/10/14 00:00:00,48,
B14C0149,002,2011/10/27 00:00:00,42,
B14C0149,002,2011/11/14 00:00:00,54,
B14C0149,002,2011/11/28 00:00:00,53,
B14C0149,002,2011/12/14 00:00:00,,N
B14C0149,002,2011/12/28 00:00:00,43,
B14C0149,002,2012/01/13 00:00:00,45,
B14C0149,002,2012/01/30 00:00:00,51,
B14C0149,002,2012/02/14 00:00:00,53,
B14C0149,002,2012/02/29 00:00:00,55,
B14C0149,002,2012/03/14 00:00:00,59,
B14C0149,002,2012/03/28 00:00:00,60,
B14C0149,002,2012/04/16 00:00:00,58,
B14C0149,002,2012/04/27 00:00:00,56,
B14C0149,002,2012/05/14 00:00:00,54,
B14C0149,002,2012/05/29 00:00:00,55,
B14C0149,002,2012/06/13 00:00:00,55,
B14C0149,002,2012/06/27 00:00:00,54,
B14C0149,002,2012/07/12 00:00:00,51,
B14C0149,002,2012/07/26 00:00:00,52,
B14C0149,002,2012/08/13 00:00:00,50,
B14C0149,002,2012/08/27 00:00:00,52,
B14C0149,002,2012/09/13 00:00:00,50,
B14C0149,002,2012/09/27 00:00:00,42,
B14C0149,002,2012/10/11 00:00:00,43,
B14C0149,002,2012/10/29 00:00:00,,N
B14C0149,002,2012/11/14 00:00:00,49,
B14C0149,002,2012/11/28 00:00:00,,N
B14C0149,002,2012/12/14 00:00:00,,N
B14C0149,002,2012/12/28 00:00:00,,N
B14C0149,002,2013/01/14 00:00:00,41,
B14C0149,002,2013/01/29 00:00:00,,N
B14C0149,002,2013/02/13 00:00:00,54,
B14C0149,002,2013/02/28 00:00:00,,N
B14C0149,002,2013/03/13 00:00:00,52,
B14C0149,002,2013/03/28 00:00:00,58,
B14C0149,002,2013/04/15 00:00:00,61,
B14C0149,002,2013/04/28 00:00:00,,N
B14C0149,002,2013/05/14 00:00:00,52,
B14C0149,002,2013/05/29 00:00:00,47,
B14C0149,002,2013/06/13 00:00:00,53,
B14C0149,002,2013/06/27 00:00:00,57,
B14C0149,002,2013/07/14 00:00:00,,N
B14C0149,002,2013/07/29 00:00:00,52,
B14C0149,002,2013/09/14 00:00:00,,N
B14C0149,002,2013/09/27 00:00:00,49,
B14C0149,002,2013/10/15 00:00:00,39,
B14C0149,002,2013/10/28 00:00:00,,N
B14C0149,002,2013/11/12 00:00:00,44,
B14C0149,002,2013/11/28 00:00:00,,N
B14C0149,002,2013/12/12 00:00:00,,N
B14C0149,002,2013/12/28 00:00:00,,N
B14C0149,002,2014/01/15 00:00:00,,N
B14C0149,002,2014/01/29 00:00:00,,N
B14C0149,002,2014/02/14 00:00:00,,N
B14C0149,002,2014/02/28 00:00:00,,N
B14C0149,002,2014/03/14 00:00:00,,N
B14C0149,002,2014/03/28 00:00:00,,N
B14C0149,002,2014/04/15 00:00:00,,N
B14C0149,002,2014/04/28 00:00:00,,N
B14C0149,002,2014/05/14 00:00:00,,N
B14C0149,002,2014/05/28 00:00:00,,N
B14C0149,002,2014/06/16 00:00:00,,N
B14C0149,002,2014/06/30 00:00:00,,N
B14C0149,002,2014/07/14 00:00:00,,N
B14C0149,002,2014/07/29 00:00:00,,N
B14C0149,002,2014/08/14 00:00:00,,N
B14C0149,002,2014/08/28 00:00:00,,N
B14C0149,002,2014/09/15 00:00:00,,N
B14C0149,002,2014/09/30 00:00:00,,N
B14C0149,002,2014/10/14 00:00:00,,N
B14C0149,002,2014/10/28 00:00:00,,N
B14C0149,002,2014/11/13 00:00:00,,N
B14C0149,002,2014/11/28 00:00:00,,N
B14C0149,002,2014/12/14 00:00:00,,N
B14C0149,002,2014/12/28 00:00:00,,N
B14C0149,002,2015/01/13 00:00:00,,N
B14C0149,002,2015/01/27 00:00:00,,N
B14C0149,002,2015/02/16 00:00:00,,N
B14C0149,002,2015/02/28 00:00:00,,N
B14C0149,002,2015/03/16 00:00:00,,N
B14C0149,002,2015/03/27 00:00:00,,N
B14C0149,002,2015/04/14 00:00:00,,N
B14C0149,002,2015/04/29 00:00:00,,N
B14C0149,002,2015/05/14 00:00:00,,N
B14C0149,002,2015/05/28 00:00:00,,N
B14C0149,002,2015/06/15 00:00:00,,N
B14C0149,002,2015/06/29 00:00:00,,N
B14C0149,002,2015/07/13 00:00:00,,N
B14C0149,002,2015/07/28 00:00:00,,N
B14C0149,002,2015/08/14 00:00:00,,N
B14C0149,002,2015/08/26 00:00:00,,N
B14C0149,002,2015/09/14 00:00:00,,N
B14C0149,002,2015/09/28 00:00:00,,N
B14C0149,002,2015/10/12 00:00:00,,N
B14C0149,002,2015/10/28 00:00:00,,N
B14C0149,002,2015/11/16 00:00:00,,N
B14C0149,002,2015/12/01 00:00:00,,N
B14C0149,002,2016/01/14 00:00:00,,N
B14C0149,002,2016/01/20 00:00:00,,N
B14C0149,002,2016/02/16 00:00:00,,N
B14C0149,002,2016/02/29 00:00:00,,N
B14C0149,002,2016/03/14 00:00:00,,N
B14C0149,002,2016/03/31 00:00:00,,N
B14C0149,002,2016/04/14 00:00:00,,N
B14C0149,002,2016/04/28 00:00:00,,N
B14C0149,002,2016/05/12 00:00:00,,N
B14C0149,002,2016/05/28 00:00:00,,N
B14C0149,002,2016/06/16 00:00:00,,N
B14C0149,002,2016/06/28 00:00:00,,N
B14C0149,002,2016/07/15 00:00:00,,N
B14C0149,002,2016/07/28 00:00:00,,N
B14C0149,002,2016/08/16 00:00:00,,N
B14C0149,002,2016/08/28 00:00:00,,N
B14C0149,002,2016/09/13 00:00:00,,N
B14C0149,002,2016/09/27 00:00:00,,N
B14C0149,002,2016/10/12 00:00:00,,N
B14C0149,002,2016/10/28 00:00:00,,N
B14C0149,002,2016/11/14 00:00:00,,N
B14C0149,002,2016/11/28 00:00:00,,N
B14C0149,002,2016/12/14 00:00:00,,N
B14C0149,002,2016/12/28 00:00:00,,N
B14C0149,002,2017/01/14 00:00:00,,N
B14C0149,002,2017/01/28 00:00:00,,N
B14C0149,002,2017/02/14 00:00:00,,N
B14C0149,002,2017/02/28 00:00:00,,N
B14C0149,002,2017/03/14 00:00:00,,N
B14C0149,002,2017/03/28 00:00:00,,N
B14C0149,002,2017/04/14 00:00:00,,N
B14C0149,002,2017/04/28 00:00:00,,N
B14C0149,002,2017/05/15 00:00:00,,N
B14C0149,002,2017/05/28 00:00:00,,N
B14C0149,002,2017/06/15 00:00:00,,N
B14C0149,002,2017/06/28 00:00:00,,N
B14C0149,002,2017/07/18 00:00:00,,N
B14C0149,002,2017/07/28 00:00:00,,N
B14C0149,002,2017/08/13 00:00:00,,N
B14C0149,002,2017/08/28 00:00:00,,N
B14C0149,002,2017/09/14 00:00:00,,N
B14C0149,002,2017/09/28 00:00:00,,N
B14C0149,002,2017/10/14 00:00:00,,N
B14C0149,002,2017/10/27 00:00:00,,N
B14C0149,002,2017/11/14 00:00:00,,N
B14C0149,002,2017/11/28 00:00:00,,N
B14C0149,002,2017/12/15 00:00:00,,N
B14C0149,002,2017/12/28 00:00:00,,N
B14C0149,002,2018/01/14 00:00:00,,N
B14C0149,002,2018/01/28 00:00:00,,N
B14C0149,002,2018/02/14 00:00:00,,N
B14C0149,002,2018/02/28 00:00:00,,N
B14C0149,002,2018/03/14 00:00:00,,N
B14C0149,002,2018/03/29 00:00:00,,N
B14C0149,002,2018/04/13 00:00:00,,N
B14C0149,002,2018/04/30 00:00:00,,N
B14C0149,002,2018/05/14 00:00:00,,N
B14C0149,002,2018/05/23 00:00:00,,N
B14C0149,002,2018/06/14 00:00:00,,N
B14C0149,002,2018/06/28 00:00:00,,N
B14C0149,002,2018/07/12 00:00:00,,N
B14C0149,002,2018/07/28 00:00:00,,N
B14C0149,002,2018/08/14 00:00:00,,N
B14C0149,002,2018/08/28 00:00:00,,N
B14C0149,002,2018/09/14 00:00:00,,N
B14C0149,002,2018/09/28 00:00:00,,N
B14C0149,002,2018/10/12 00:00:00,,N
B14C0149,002,2018/10/26 00:00:00,,N
B14C0149,002,2018/11/13 00:00:00,,N
B14C0149,002,2018/11/30 00:00:00,,N
B14C0149,002,2018/12/14 00:00:00,,N
B14C0149,002,2018/12/28 00:00:00,,N
B14C0149,002,2019/01/14 00:00:00,,N
B14C0149,002,2019/01/28 00:00:00,,N
B14C0149,002,2019/02/14 00:00:00,,N
B14C0149,002,2019/03/01 00:00:00,,N
B14C0149,002,2019/03/14 00:00:00,,N
B14C0149,002,2019/03/29 00:00:00,,N
B14C0149,002,2019/04/11 00:00:00,,N
B14C0149,002,2019/04/26 00:00:00,,N
B14C0149,002,2019/06/13 00:00:00,,N
B14C0149,002,2019/06/27 00:00:00,,N
B14C0149,002,2019/08/13 00:00:00,,N
B14C0149,002,2019/08/27 00:00:00,,N
