Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,28-10-2021,,,,,,,,
B14C0148,001,28-11-2001,9,13,-104,,,,,,
B14C0148,001,13-12-2001,9,13,-104,,,,,,
B14C0148,001,14-01-2002,6,10,-101,,,,,,
B14C0148,001,29-01-2002,4,8,-99,,,,,,
B14C0148,001,13-02-2002,4,8,-99,,,,,,
B14C0148,001,15-03-2002,19,23,-114,,,,,,
B14C0148,001,27-03-2002,19,23,-114,,,,,,
B14C0148,001,23-04-2002,68,72,-163,,,,,,
B14C0148,001,13-05-2002,50,54,-145,,,,,,
B14C0148,001,29-05-2002,70,74,-165,,,,,,
B14C0148,001,27-06-2002,80,84,-175,,,,,,
B14C0148,001,15-07-2002,80,84,-175,,,,,,
B14C0148,001,29-07-2002,85,89,-180,,,,,,
B14C0148,001,14-08-2002,30,34,-125,,,,,,
B14C0148,001,28-08-2002,18,22,-113,,,,,,
B14C0148,001,16-09-2002,43,47,-138,,,,,,
B14C0148,001,30-09-2002,52,56,-147,,,,,,
B14C0148,001,14-10-2002,52,56,-147,,,,,,
B14C0148,001,28-10-2002,10,14,-105,,,,,,
B14C0148,001,13-11-2002,6,10,-101,,,,,,
B14C0148,001,27-11-2002,8,12,-103,,,,,,
B14C0148,001,26-12-2002,32,36,-127,,,,,,
B14C0148,001,30-12-2002,0,4,-95,,,,,,
B14C0148,001,13-01-2003,5,9,-100,,,,,,
B14C0148,001,28-01-2003,8,12,-103,,,,,,
B14C0148,001,26-02-2003,26,30,-121,,,,,,
B14C0148,001,13-03-2003,17,21,-112,,,,,,
B14C0148,001,31-03-2003,59,63,-154,,,,,,
B14C0148,001,11-04-2003,61,65,-156,,,,,,
B14C0148,001,28-04-2003,78,82,-173,,,,,,
B14C0148,001,14-05-2003,80,84,-175,,,,,,
B14C0148,001,28-05-2003,80,84,-175,,,,,,
B14C0148,001,16-06-2003,89,93,-184,,,,,,
B14C0148,001,26-06-2003,90,94,-185,,,,,,
B14C0148,001,12-07-2003,96,100,-191,,,,,,
B14C0148,001,28-07-2003,102,106,-197,,,,,,
B14C0148,001,14-08-2003,105,109,-200,,,,,,
B14C0148,001,28-08-2003,106,110,-201,,,,,,
B14C0148,001,15-09-2003,97,101,-192,,,,,,
B14C0148,001,26-09-2003,97,101,-192,,,,,,
B14C0148,001,14-10-2003,93,97,-188,,,,,,
B14C0148,001,27-10-2003,93,97,-188,,,,,,
B14C0148,001,13-11-2003,91,95,-186,,,,,,
B14C0148,001,26-11-2003,67,71,-162,,,,,,
B14C0148,001,15-01-2004,6,10,-101,,,,,,
B14C0148,001,27-01-2004,9,13,-104,,,,,,
B14C0148,001,12-02-2004,5,9,-100,,,,,,
B14C0148,001,29-02-2004,9,13,-104,,,,,,
B14C0148,001,15-03-2004,25,29,-120,,,,,,
B14C0148,001,28-03-2004,21,25,-116,,,,,,
B14C0148,001,14-04-2004,40,44,-135,,,,,,
B14C0148,001,28-04-2004,71,75,-166,,,,,,
B14C0148,001,13-05-2004,76,80,-171,,,,,,
B14C0148,001,27-05-2004,85,89,-180,,,,,,
B14C0148,001,15-06-2004,87,91,-182,,,,,,
B14C0148,001,13-07-2004,85,89,-180,,,,,,
B14C0148,001,27-07-2004,84,88,-179,,,,,,
B14C0148,001,16-08-2004,84,88,-179,,,,,,
B14C0148,001,30-08-2004,52,56,-147,,,,,,
B14C0148,001,13-09-2004,71,75,-166,,,,,,
B14C0148,001,29-09-2004,34,38,-129,,,,,,
B14C0148,001,13-10-2004,59,63,-154,,,,,,
B14C0148,001,28-10-2004,12,16,-107,,,,,,
B14C0148,001,15-11-2004,17,21,-112,,,,,,
B14C0148,001,29-11-2004,9,13,-104,,,,,,
B14C0148,001,13-12-2004,19,23,-114,,,,,,
B14C0148,001,27-12-2004,12,16,-107,,,,,,
B14C0148,001,13-01-2005,18,22,-113,,,,,,
B14C0148,001,26-01-2005,9,13,-104,,,,,,
B14C0148,001,14-02-2005,6,10,-101,,,,,,
B14C0148,001,14-03-2005,7,11,-102,,,,,,
B14C0148,001,29-03-2005,11,15,-106,,,,,,
B14C0148,001,13-04-2005,18,22,-113,,,,,,
B14C0148,001,28-04-2005,20,24,-115,,,,,,
B14C0148,001,12-05-2005,58,62,-153,,,,,,
B14C0148,001,28-05-2005,,,,N,,,,,
B14C0148,001,14-06-2005,79,83,-174,,,,,,
B14C0148,001,29-06-2005,80,84,-175,,,,,,
B14C0148,001,13-07-2005,67,71,-162,,,,,,
B14C0148,001,28-07-2005,64,68,-159,,,,,,
B14C0148,001,12-08-2005,60,64,-155,,,,,,
B14C0148,001,30-08-2005,48,52,-143,,,,,,
B14C0148,001,13-09-2005,73,77,-168,,,,,,
B14C0148,001,28-09-2005,42,46,-137,,,,,,
B14C0148,001,14-10-2005,,,,N,,,,,
B14C0148,001,27-10-2005,14,18,-109,,,,,,
B14C0148,001,14-11-2005,5,9,-100,,,,,,
B14C0148,001,28-11-2005,,,,N,,,,,
B14C0148,001,12-01-2006,10,14,-105,,,,,,
B14C0148,001,13-02-2006,8,12,-103,,,,,,
B14C0148,001,28-02-2006,10,14,-105,,,,,,
B14C0148,001,14-03-2006,13,17,-108,,,,,,
B14C0148,001,28-03-2006,7,11,-102,,,,,,
B14C0148,001,13-04-2006,13,17,-108,,,,,,
B14C0148,001,27-04-2006,41,45,-136,,,,,,
B14C0148,001,15-05-2006,86,90,-181,,,,,,
B14C0148,001,13-06-2006,84,88,-179,,,,,,
B14C0148,001,27-06-2006,73,77,-168,,,,,,
B14C0148,001,13-07-2006,89,93,-184,,,,,,
B14C0148,001,27-07-2006,97,101,-192,,,,,,
B14C0148,001,14-08-2006,49,53,-144,,,,,,
B14C0148,001,28-08-2006,66,70,-161,,,,,,
B14C0148,001,13-09-2006,78,82,-173,,,,,,
B14C0148,001,28-09-2006,84,88,-179,,,,,,
B14C0148,001,12-10-2006,55,59,-150,,,,,,
B14C0148,001,30-10-2006,23,27,-118,,,,,,
B14C0148,001,14-11-2006,14,18,-109,,,,,,
B14C0148,001,28-11-2006,13,17,-108,,,,,,
B14C0148,001,13-12-2006,8,12,-103,,,,,,
B14C0148,001,15-01-2007,10,14,-105,,,,,,
B14C0148,001,29-01-2007,11,15,-106,,,,,,
B14C0148,001,14-02-2007,2,6,-97,,,,,,
B14C0148,001,28-02-2007,2,6,-97,,,,,,
B14C0148,001,13-03-2007,11,15,-106,,,,,,
B14C0148,001,27-03-2007,33,37,-128,,,,,,
B14C0148,001,12-04-2007,71,75,-166,,,,,,
B14C0148,001,27-04-2007,82,86,-177,,,,,,
B14C0148,001,14-05-2007,87,91,-182,,,,,,
B14C0148,001,29-05-2007,90,94,-185,,,,,,
B14C0148,001,13-06-2007,65,69,-160,,,,,,
B14C0148,001,27-06-2007,50,54,-145,,,,,,
B14C0148,001,12-07-2007,50,54,-145,,,,,,
B14C0148,001,30-07-2007,35,39,-130,,,,,,
B14C0148,001,13-08-2007,79,83,-174,,,,,,
B14C0148,001,28-08-2007,73,77,-168,,,,,,
B14C0148,001,13-09-2007,88,92,-183,,,,,,
B14C0148,001,28-09-2007,81,85,-176,,,,,,
B14C0148,001,16-10-2007,68,72,-163,,,,,,
B14C0148,001,29-10-2007,51,55,-146,,,,,,
B14C0148,001,14-11-2007,16,20,-111,,,,,,
B14C0148,001,28-11-2007,13,17,-108,,,,,,
B14C0148,001,14-12-2007,11,15,-106,,,,,,
B14C0148,001,28-12-2007,,,,N,,,,,
B14C0148,001,15-01-2008,7,11,-102,,,,,,
B14C0148,001,28-01-2008,15,19,-110,,,,,,
B14C0148,001,14-02-2008,24,28,-119,,,,,,
B14C0148,001,28-02-2008,12,16,-107,,,,,,
B14C0148,001,13-03-2008,4,8,-99,,,,,,
B14C0148,001,28-03-2008,8,12,-103,,,,,,
B14C0148,001,14-04-2008,37,41,-132,,,,,,
B14C0148,001,28-04-2008,66,70,-161,,,,,,
B14C0148,001,13-05-2008,80,84,-175,,,,,,
B14C0148,001,28-05-2008,88,92,-183,,,,,,
B14C0148,001,16-06-2008,94,98,-189,,,,,,
B14C0148,001,27-06-2008,97,101,-192,,,,,,
B14C0148,001,11-07-2008,98,102,-193,,,,,,
B14C0148,001,28-07-2008,97,101,-192,,,,,,
B14C0148,001,13-08-2008,93,97,-188,,,,,,
B14C0148,001,27-08-2008,90,94,-185,,,,,,
B14C0148,001,15-09-2008,85,89,-180,,,,,,
B14C0148,001,29-09-2008,85,89,-180,,,,,,
B14C0148,001,14-10-2008,25,29,-120,,,,,,
B14C0148,001,27-10-2008,7,11,-102,,,,,,
B14C0148,001,13-11-2008,3,7,-98,,,,,,
B14C0148,001,27-11-2008,4,8,-99,,,,,,
B14C0148,001,15-12-2008,7,11,-102,,,,,,
B14C0148,001,30-12-2008,,,,N,,,,,
B14C0148,001,13-01-2009,5,9,-100,,,,,,
B14C0148,001,27-01-2009,9,13,-104,,,,,,
B14C0148,001,12-02-2009,5,9,-100,,,,,,
B14C0148,001,25-02-2009,10,14,-105,,,,,,
B14C0148,001,14-03-2009,,,,N,,,,,
B14C0148,001,26-03-2009,9,13,-104,,,,,,
B14C0148,001,15-04-2009,54,58,-149,,,,,,
B14C0148,001,27-04-2009,70,74,-165,,,,,,
B14C0148,001,13-05-2009,76,80,-171,,,,,,
B14C0148,001,28-05-2009,58,62,-153,,,,,,
B14C0148,001,15-06-2009,80,84,-175,,,,,,
B14C0148,001,29-06-2009,84,88,-179,,,,,,
B14C0148,001,13-07-2009,87,91,-182,,,,,,
B14C0148,001,27-07-2009,95,99,-190,,,,,,
B14C0148,001,01-08-2009,,,,N,,,,,
B14C0148,001,26-08-2009,41,45,-136,,,,,,
B14C0148,001,14-09-2009,101,105,-196,,,,,,
B14C0148,001,28-09-2009,103,107,-198,,,,,,
B14C0148,001,13-10-2009,97,101,-192,,,,,,
B14C0148,001,27-10-2009,95,99,-190,,,,,,
B14C0148,001,10-11-2009,92,96,-187,,,,,,
B14C0148,001,15-12-2009,23,27,-118,,,,,,
B14C0148,001,28-12-2009,9,13,-104,,,,,,
B14C0148,001,15-01-2010,19,23,-114,,,,,,
B14C0148,001,28-01-2010,,,,N,,,,,
B14C0148,001,12-02-2010,24,28,-119,,,,,,
B14C0148,001,16-03-2010,13,17,-108,,,,,,
B14C0148,001,29-03-2010,22,26,-117,,,,,,
B14C0148,001,14-04-2010,53,57,-148,,,,,,
B14C0148,001,28-04-2010,,,,N,,,,,
B14C0148,001,12-05-2010,60,64,-155,,,,,,
B14C0148,001,28-05-2010,78,82,-173,,,,,,
B14C0148,001,14-06-2010,25,29,-120,,,,,,
B14C0148,001,28-06-2010,80,84,-175,,,,,,
B14C0148,001,13-07-2010,79,83,-174,,,,,,
B14C0148,001,28-07-2010,86,90,-181,,,,,,
B14C0148,001,14-08-2010,,,,N,,,,,
B14C0148,001,28-08-2010,,,,N,,,,,
B14C0148,001,15-09-2010,37,41,-132,,,,,,
B14C0148,001,28-09-2010,,,,N,,,,,
B14C0148,001,13-10-2010,36,40,-131,,,,,,
B14C0148,001,27-10-2010,9,13,-104,,,,,,
B14C0148,001,15-11-2010,0,4,-95,,,,,,
B14C0148,001,29-11-2010,13,17,-108,,,,,,
B14C0148,001,14-12-2010,11,15,-106,,,,,,
B14C0148,001,28-12-2010,,,,N,,,,,
B14C0148,001,13-01-2011,6,10,-101,,,,,,
B14C0148,001,27-01-2011,8,12,-103,,,,,,
B14C0148,001,15-02-2011,5,9,-100,,,,,,
B14C0148,001,28-02-2011,2,6,-97,,,,,,
B14C0148,001,15-03-2011,27,31,-122,,,,,,
B14C0148,001,28-03-2011,51,55,-146,,,,,,
B14C0148,001,14-04-2011,57,61,-152,,,,,,
B14C0148,001,28-04-2011,,,,N,,,,,
B14C0148,001,14-05-2011,,,,N,,,,,
B14C0148,001,27-05-2011,82,86,-177,,,,,,
B14C0148,001,14-06-2011,81,85,-176,,,,,,
B14C0148,001,28-06-2011,27,31,-122,,,,,,
B14C0148,001,14-07-2011,,,,N,,,,,
B14C0148,001,27-07-2011,17,21,-112,,,,,,
B14C0148,001,15-08-2011,17,21,-112,,,,,,
B14C0148,001,28-08-2011,,,,N,,,,,
B14C0148,001,14-09-2011,13,17,-108,,,,,,
B14C0148,001,28-09-2011,24,28,-119,,,,,,
B14C0148,001,14-10-2011,10,14,-105,,,,,,
B14C0148,001,27-10-2011,11,15,-106,,,,,,
B14C0148,001,14-11-2011,35,39,-130,,,,,,
B14C0148,001,28-11-2011,47,51,-142,,,,,,
B14C0148,001,14-12-2011,,,,N,,,,,
B14C0148,001,28-12-2011,12,16,-107,,,,,,
B14C0148,001,13-01-2012,10,14,-105,,,,,,
B14C0148,001,30-01-2012,12,16,-107,,,,,,
B14C0148,001,14-02-2012,14,18,-109,,,,,,
B14C0148,001,29-02-2012,10,14,-105,,,,,,
B14C0148,001,14-03-2012,11,15,-106,,,,,,
B14C0148,001,28-03-2012,30,34,-125,,,,,,
B14C0148,001,16-04-2012,54,58,-149,,,,,,
B14C0148,001,27-04-2012,50,54,-145,,,,,,
B14C0148,001,14-05-2012,46,50,-141,,,,,,
B14C0148,001,29-05-2012,83,87,-178,,,,,,
B14C0148,001,13-06-2012,81,85,-176,,,,,,
B14C0148,001,27-06-2012,80,84,-175,,,,,,
B14C0148,001,12-07-2012,75,79,-170,,,,,,
B14C0148,001,26-07-2012,58,62,-153,,,,,,
B14C0148,001,13-08-2012,73,77,-168,,,,,,
B14C0148,001,27-08-2012,75,79,-170,,,,,,
B14C0148,001,13-09-2012,73,77,-168,,,,,,
B14C0148,001,27-09-2012,16,20,-111,,,,,,
B14C0148,001,11-10-2012,13,17,-108,,,,,,
B14C0148,001,29-10-2012,,,,N,,,,,
B14C0148,001,14-11-2012,6,4,-107,,,,,,
B14C0148,001,28-11-2012,,,,N,,,,,
B14C0148,001,14-12-2012,,,,N,,,,,
B14C0148,001,28-12-2012,,,,N,,,,,
B14C0148,001,14-01-2013,5,3,-106,,,,,,
B14C0148,001,29-01-2013,,,,O,,,,,
B14C0148,001,13-02-2013,,,,N,,,,,
B14C0148,001,28-02-2013,16,14,-117,,,,,,
B14C0148,001,13-03-2013,11,9,-112,,,,,,
B14C0148,001,28-03-2013,22,20,-123,,,,,,
B14C0148,001,15-04-2013,25,23,-126,,,,,,
B14C0148,001,28-04-2013,,,,N,,,,,
B14C0148,001,14-05-2013,77,75,-178,,,,,,
B14C0148,001,29-05-2013,63,61,-164,,,,,,
B14C0148,001,13-06-2013,85,83,-186,,,,,,
B14C0148,001,27-06-2013,67,65,-168,,,,,,
B14C0148,001,14-07-2013,,,,N,,,,,
B14C0148,001,29-07-2013,83,81,-184,,,,,,
B14C0148,001,14-09-2013,,,,N,,,,,
B14C0148,001,27-09-2013,30,28,-131,,,,,,
B14C0148,001,15-10-2013,,,,N,,,,,
B14C0148,001,28-10-2013,,,,N,,,,,
B14C0148,001,12-11-2013,,,,W,,,,,
B14C0148,001,28-11-2013,,,,W,,,,,
B14C0148,001,12-12-2013,,,,W,,,,,
B14C0148,001,28-12-2013,,,,N,,,,,
B14C0148,001,15-01-2014,,,,W,,,,,
B14C0148,001,29-01-2014,,,,W,,,,,
B14C0148,001,14-02-2014,,,,W,,,,,
B14C0148,001,28-02-2014,,,,W,,,,,
B14C0148,001,14-03-2014,10,8,-111,,,,,,
B14C0148,001,28-03-2014,,,,N,,,,,
B14C0148,001,15-04-2014,20,18,-121,,,,,,
B14C0148,001,28-04-2014,41,39,-142,,,,,,
B14C0148,001,14-05-2014,49,47,-150,,,,,,
B14C0148,001,28-05-2014,,,,N,,,,,
B14C0148,001,16-06-2014,63,61,-164,,,,,,
B14C0148,001,30-06-2014,45,43,-146,,,,,,
B14C0148,001,14-07-2014,70,68,-171,,,,,,
B14C0148,001,29-07-2014,75,73,-176,,,,,,
B14C0148,001,14-08-2014,,,,N,,,,,
B14C0148,001,28-08-2014,14,12,-115,,,,,,
B14C0148,001,15-09-2014,70,68,-171,,,,,,
B14C0148,001,30-09-2014,77,75,-178,,,,,,
B14C0148,001,14-10-2014,,,,N,,,,,
B14C0148,001,28-10-2014,,,,N,,,,,
B14C0148,001,13-11-2014,14,12,-115,,,,,,
B14C0148,001,28-11-2014,,,,N,,,,,
B14C0148,001,14-12-2014,,,,N,,,,,
B14C0148,001,28-12-2014,,,,N,,,,,
B14C0148,001,13-01-2015,,,,O,,,,,
B14C0148,001,27-01-2015,,,,O,,,,,
B14C0148,001,16-02-2015,0,-2,-101,,,,,,
B14C0148,001,28-02-2015,,,,N,,,,,
B14C0148,001,16-03-2015,13,11,-114,,,,,,
B14C0148,001,27-03-2015,7,5,-108,,,,,,
B14C0148,001,14-04-2015,7,5,-108,,,,,,
B14C0148,001,29-04-2015,15,13,-116,,,,,,
B14C0148,001,14-05-2015,,,,N,,,,,
B14C0148,001,28-05-2015,85,83,-186,,,,,,
B14C0148,001,15-06-2015,90,88,-191,,,,,,
B14C0148,001,29-06-2015,86,84,-187,,,,,,
B14C0148,001,13-07-2015,91,89,-192,,,,,,
B14C0148,001,28-07-2015,,,,N,,,,,
B14C0148,001,14-08-2015,,,,N,,,,,
B14C0148,001,26-08-2015,84,82,-185,,,,,,
B14C0148,001,14-09-2015,,,,N,,,,,
B14C0148,001,28-09-2015,,,,N,,,,,
B14C0148,001,12-10-2015,33,31,-134,,,,,,
B14C0148,001,28-10-2015,17,15,-118,,,,,,
B14C0148,001,16-11-2015,,,,O,,,,,
B14C0148,001,01-12-2015,,,,O,,,,,
B14C0148,001,14-01-2016,,,,O,,,,,
B14C0148,001,20-01-2016,,,,O,,,,,
B14C0148,001,16-02-2016,,,,O,,,,,
B14C0148,001,29-02-2016,,,,O,,,,,
B14C0148,001,14-03-2016,,,,N,,,,,
B14C0148,001,31-03-2016,8,6,-109,,,,,,
B14C0148,001,14-04-2016,23,21,-124,,,,,,
B14C0148,001,28-04-2016,,,,N,,,,,
B14C0148,001,12-05-2016,73,71,-174,,,,,,
B14C0148,001,28-05-2016,,,,N,,,,,
B14C0148,001,16-06-2016,14,12,-115,,,,,,
B14C0148,001,28-06-2016,10,8,-111,,,,,,
B14C0148,001,15-07-2016,36,34,-137,,,,,,
B14C0148,001,28-07-2016,,,,N,,,,,
B14C0148,001,16-08-2016,75,73,-176,,,,,,
B14C0148,001,28-08-2016,,,,N,,,,,
B14C0148,001,13-09-2016,68,66,-169,,,,,,
B14C0148,001,27-09-2016,86,84,-187,,,,,,
B14C0148,001,12-10-2016,81,79,-182,,,,,,
B14C0148,001,28-10-2016,,,,N,,,,,
B14C0148,001,14-11-2016,,,,N,,,,,
B14C0148,001,28-11-2016,,,,N,,,,,
B14C0148,001,14-12-2016,,,,N,,,,,
B14C0148,001,28-12-2016,,,,N,,,,,
B14C0148,001,14-01-2017,,,,N,,,,,
B14C0148,001,28-01-2017,,,,N,,,,,
B14C0148,001,14-02-2017,,,,N,,,,,
B14C0148,001,28-02-2017,,,,N,,,,,
B14C0148,001,14-03-2017,,,,N,,,,,
B14C0148,001,28-03-2017,11,9,-112,,,,,,
B14C0148,001,14-04-2017,64,62,-165,,,,,,
B14C0148,001,28-04-2017,,,,N,,,,,
B14C0148,001,15-05-2017,86,84,-187,,,,,,
B14C0148,001,28-05-2017,,,,N,,,,,
B14C0148,001,15-06-2017,,,,N,,,,,
B14C0148,001,28-06-2017,,,,N,,,,,
B14C0148,001,18-07-2017,99,97,-200,,,,,,
B14C0148,001,28-07-2017,,,,N,,,,,
B14C0148,001,13-08-2017,93,91,-194,,,,,,
B14C0148,001,28-08-2017,92,90,-193,,,,,,
B14C0148,001,14-09-2017,,,,N,,,,,
B14C0148,001,28-09-2017,,,,N,,,,,
B14C0148,001,14-10-2017,,,,N,,,,,
B14C0148,001,27-10-2017,3,1,-104,,,,,,
B14C0148,001,14-11-2017,,,,N,,,,,
B14C0148,001,28-11-2017,,,,O,,,,,
B14C0148,001,15-12-2017,,,,O,,,,,
B14C0148,001,28-12-2017,,,,N,,,,,
B14C0148,001,14-01-2018,,,,N,,,,,
B14C0148,001,28-01-2018,,,,N,,,,,
B14C0148,001,14-02-2018,,,,N,,,,,
B14C0148,001,28-02-2018,,,,Y,,,,,
B14C0148,001,14-03-2018,2,0,-103,,,,,,
B14C0148,001,29-03-2018,6,4,-107,,,,,,
B14C0148,001,13-04-2018,14,12,-115,,,,,,
B14C0148,001,30-04-2018,3,1,-104,,,,,,
B14C0148,001,14-05-2018,,,,N,,,,,
B14C0148,001,23-05-2018,80,78,-181,,,,,,
B14C0148,001,14-06-2018,84,82,-185,,,,,,
B14C0148,001,28-06-2018,,,,N,,,,,
