Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,28-10-2021,,,,,,,,
B14C0147,001,13-07-2001,67,14,-127,,,,,,
B14C0147,001,27-07-2001,63,10,-123,,,,,,
B14C0147,001,13-08-2001,55,2,-115,,,,,,
B14C0147,001,28-08-2001,55,2,-115,,,,,,
B14C0147,001,02-10-2001,44,-9,-104,,,,,,
B14C0147,001,12-10-2001,48,-5,-108,,,,,,
B14C0147,001,30-10-2001,47,-6,-107,,,,,,
B14C0147,001,14-11-2001,46,-7,-106,,,,,,
B14C0147,001,28-11-2001,49,-4,-109,,,,,,
B14C0147,001,13-12-2001,49,-4,-109,,,,,,
B14C0147,001,14-01-2002,47,-6,-107,,,,,,
B14C0147,001,29-01-2002,39,-14,-99,,,,,,
B14C0147,001,13-02-2002,41,-12,-101,,,,,,
B14C0147,001,15-03-2002,52,-1,-112,,,,,,
B14C0147,001,27-03-2002,53,0,-113,,,,,,
B14C0147,001,23-04-2002,59,6,-119,,,,,,
B14C0147,001,13-05-2002,51,-2,-111,,,,,,
B14C0147,001,29-05-2002,57,4,-117,,,,,,
B14C0147,001,27-06-2002,59,6,-119,,,,,,
B14C0147,001,15-07-2002,56,3,-116,,,,,,
B14C0147,001,29-07-2002,54,1,-114,,,,,,
B14C0147,001,14-08-2002,43,-10,-103,,,,,,
B14C0147,001,28-08-2002,43,-10,-103,,,,,,
B14C0147,001,16-09-2002,49,-4,-109,,,,,,
B14C0147,001,30-09-2002,51,-2,-111,,,,,,
B14C0147,001,14-10-2002,54,1,-114,,,,,,
B14C0147,001,28-10-2002,42,-11,-102,,,,,,
B14C0147,001,13-11-2002,38,-15,-98,,,,,,
B14C0147,001,27-11-2002,43,-10,-103,,,,,,
B14C0147,001,26-12-2002,54,1,-114,,,,,,
B14C0147,001,30-12-2002,38,-15,-98,,,,,,
B14C0147,001,13-01-2003,46,-7,-106,,,,,,
B14C0147,001,28-01-2003,44,-9,-104,,,,,,
B14C0147,001,19-02-2003,47,-6,-107,,,,,,
B14C0147,001,26-02-2003,53,0,-113,,,,,,
B14C0147,001,13-03-2003,50,-3,-110,,,,,,
B14C0147,001,31-03-2003,55,2,-115,,,,,,
B14C0147,001,11-04-2003,55,2,-115,,,,,,
B14C0147,001,28-04-2003,55,2,-115,,,,,,
B14C0147,001,14-05-2003,57,4,-117,,,,,,
B14C0147,001,28-05-2003,55,2,-115,,,,,,
B14C0147,001,16-06-2003,61,8,-121,,,,,,
B14C0147,001,26-06-2003,64,11,-124,,,,,,
B14C0147,001,12-07-2003,64,11,-124,,,,,,
B14C0147,001,28-07-2003,68,15,-128,,,,,,
B14C0147,001,14-08-2003,74,21,-134,,,,,,
B14C0147,001,28-08-2003,77,24,-137,,,,,,
B14C0147,001,15-09-2003,68,15,-128,,,,,,
B14C0147,001,26-09-2003,68,15,-128,,,,,,
B14C0147,001,14-10-2003,61,8,-121,,,,,,
B14C0147,001,27-10-2003,61,8,-121,,,,,,
B14C0147,001,13-11-2003,59,6,-119,,,,,,
B14C0147,001,26-11-2003,49,-4,-109,,,,,,
B14C0147,001,15-01-2004,39,-14,-99,,,,,,
B14C0147,001,27-01-2004,41,-12,-101,,,,,,
B14C0147,001,12-02-2004,47,-6,-107,,,,,,
B14C0147,001,29-02-2004,52,-1,-112,,,,,,
B14C0147,001,15-03-2004,53,0,-113,,,,,,
B14C0147,001,28-03-2004,49,-4,-109,,,,,,
B14C0147,001,14-04-2004,54,1,-114,,,,,,
B14C0147,001,28-04-2004,58,5,-118,,,,,,
B14C0147,001,13-05-2004,57,4,-117,,,,,,
B14C0147,001,27-05-2004,62,9,-122,,,,,,
B14C0147,001,15-06-2004,64,11,-124,,,,,,
B14C0147,001,13-07-2004,58,5,-118,,,,,,
B14C0147,001,27-07-2004,55,2,-115,,,,,,
B14C0147,001,16-08-2004,56,3,-116,,,,,,
B14C0147,001,30-08-2004,45,-8,-105,,,,,,
B14C0147,001,13-09-2004,51,-2,-111,,,,,,
B14C0147,001,29-09-2004,45,-8,-105,,,,,,
B14C0147,001,13-10-2004,53,0,-113,,,,,,
B14C0147,001,28-10-2004,41,-12,-101,,,,,,
B14C0147,001,15-11-2004,47,-6,-107,,,,,,
B14C0147,001,29-11-2004,45,-8,-105,,,,,,
B14C0147,001,13-12-2004,50,-3,-110,,,,,,
B14C0147,001,27-12-2004,44,-9,-104,,,,,,
B14C0147,001,13-01-2005,45,-8,-105,,,,,,
B14C0147,001,26-01-2005,45,-8,-105,,,,,,
B14C0147,001,14-02-2005,40,-13,-100,,,,,,
B14C0147,001,14-03-2005,43,-10,-103,,,,,,
B14C0147,001,29-03-2005,48,-5,-108,,,,,,
B14C0147,001,13-04-2005,48,-5,-108,,,,,,
B14C0147,001,28-04-2005,48,-5,-108,,,,,,
B14C0147,001,12-05-2005,50,-3,-110,,,,,,
B14C0147,001,28-05-2005,,,,N,,,,,
B14C0147,001,14-06-2005,55,2,-115,,,,,,
B14C0147,001,29-06-2005,63,10,-123,,,,,,
B14C0147,001,13-07-2005,56,3,-116,,,,,,
B14C0147,001,28-07-2005,53,0,-113,,,,,,
B14C0147,001,12-08-2005,49,-4,-109,,,,,,
B14C0147,001,30-08-2005,48,-5,-108,,,,,,
B14C0147,001,13-09-2005,56,3,-116,,,,,,
B14C0147,001,28-09-2005,49,-4,-109,,,,,,
B14C0147,001,14-10-2005,,,,N,,,,,
B14C0147,001,27-10-2005,46,-7,-106,,,,,,
B14C0147,001,14-11-2005,48,-5,-108,,,,,,
B14C0147,001,28-11-2005,37,-16,-97,,,,,,
B14C0147,001,12-01-2006,47,-6,-107,,,,,,
B14C0147,001,13-02-2006,45,-8,-105,,,,,,
B14C0147,001,28-02-2006,48,-5,-108,,,,,,
B14C0147,001,14-03-2006,49,-4,-109,,,,,,
B14C0147,001,28-03-2006,47,-6,-107,,,,,,
B14C0147,001,13-04-2006,45,-8,-105,,,,,,
B14C0147,001,27-04-2006,49,-4,-109,,,,,,
B14C0147,001,15-05-2006,58,5,-118,,,,,,
B14C0147,001,13-06-2006,62,9,-122,,,,,,
B14C0147,001,27-06-2006,57,4,-117,,,,,,
B14C0147,001,13-07-2006,63,10,-123,,,,,,
B14C0147,001,27-07-2006,70,17,-130,,,,,,
B14C0147,001,14-08-2006,53,0,-113,,,,,,
B14C0147,001,28-08-2006,45,-8,-105,,,,,,
B14C0147,001,13-09-2006,52,-1,-112,,,,,,
B14C0147,001,28-09-2006,57,4,-117,,,,,,
B14C0147,001,12-10-2006,45,-8,-105,,,,,,
B14C0147,001,30-10-2006,43,-10,-103,,,,,,
B14C0147,001,14-11-2006,37,-16,-97,,,,,,
B14C0147,001,28-11-2006,37,-16,-97,,,,,,
B14C0147,001,13-12-2006,36,-17,-96,,,,,,
B14C0147,001,15-01-2007,35,-18,-95,,,,,,
B14C0147,001,29-01-2007,39,-14,-99,,,,,,
B14C0147,001,14-02-2007,37,-16,-97,,,,,,
B14C0147,001,28-02-2007,35,-18,-95,,,,,,
B14C0147,001,13-03-2007,40,-13,-100,,,,,,
B14C0147,001,27-03-2007,45,-8,-105,,,,,,
B14C0147,001,12-04-2007,54,1,-114,,,,,,
B14C0147,001,27-04-2007,57,4,-117,,,,,,
B14C0147,001,14-05-2007,52,-1,-112,,,,,,
B14C0147,001,29-05-2007,55,2,-115,,,,,,
B14C0147,001,13-06-2007,48,-5,-108,,,,,,
B14C0147,001,27-06-2007,44,-9,-104,,,,,,
B14C0147,001,12-07-2007,43,-10,-103,,,,,,
B14C0147,001,30-07-2007,40,-13,-100,,,,,,
B14C0147,001,13-08-2007,53,0,-113,,,,,,
B14C0147,001,28-08-2007,53,0,-113,,,,,,
B14C0147,001,13-09-2007,56,3,-116,,,,,,
B14C0147,001,28-09-2007,50,-3,-110,,,,,,
B14C0147,001,16-10-2007,51,-2,-111,,,,,,
B14C0147,001,29-10-2007,48,-5,-108,,,,,,
B14C0147,001,14-11-2007,39,-14,-99,,,,,,
B14C0147,001,28-11-2007,41,-12,-101,,,,,,
B14C0147,001,14-12-2007,40,-13,-100,,,,,,
B14C0147,001,28-12-2007,,,,N,,,,,
B14C0147,001,15-01-2008,40,-13,-100,,,,,,
B14C0147,001,28-01-2008,40,-13,-100,,,,,,
B14C0147,001,14-02-2008,46,-7,-106,,,,,,
B14C0147,001,28-02-2008,41,-12,-101,,,,,,
B14C0147,001,13-03-2008,38,-15,-98,,,,,,
B14C0147,001,28-03-2008,37,-16,-97,,,,,,
B14C0147,001,14-04-2008,44,-9,-104,,,,,,
B14C0147,001,28-04-2008,52,-1,-112,,,,,,
B14C0147,001,13-05-2008,58,5,-118,,,,,,
B14C0147,001,28-05-2008,59,6,-119,,,,,,
B14C0147,001,16-06-2008,63,10,-123,,,,,,
B14C0147,001,27-06-2008,68,15,-128,,,,,,
B14C0147,001,11-07-2008,64,11,-124,,,,,,
B14C0147,001,28-07-2008,64,11,-124,,,,,,
B14C0147,001,13-08-2008,55,2,-115,,,,,,
B14C0147,001,27-08-2008,52,-1,-112,,,,,,
B14C0147,001,15-09-2008,50,-3,-110,,,,,,
B14C0147,001,29-09-2008,54,1,-114,,,,,,
B14C0147,001,14-10-2008,41,-12,-101,,,,,,
B14C0147,001,27-10-2008,38,-15,-98,,,,,,
B14C0147,001,13-11-2008,31,-22,-91,,,,,,
B14C0147,001,27-11-2008,37,-16,-97,,,,,,
B14C0147,001,15-12-2008,41,-12,-101,,,,,,
B14C0147,001,30-12-2008,,,,N,,,,,
B14C0147,001,13-01-2009,42,-11,-102,,,,,,
B14C0147,001,27-01-2009,39,-14,-99,,,,,,
B14C0147,001,12-02-2009,41,-12,-101,,,,,,
B14C0147,001,25-02-2009,45,-8,-105,,,,,,
B14C0147,001,14-03-2009,,,,N,,,,,
B14C0147,001,26-03-2009,44,-9,-104,,,,,,
B14C0147,001,15-04-2009,48,-5,-108,,,,,,
B14C0147,001,27-04-2009,57,4,-117,,,,,,
B14C0147,001,13-05-2009,59,6,-119,,,,,,
B14C0147,001,28-05-2009,51,-2,-111,,,,,,
B14C0147,001,15-06-2009,55,2,-115,,,,,,
B14C0147,001,29-06-2009,64,11,-124,,,,,,
B14C0147,001,13-07-2009,62,9,-122,,,,,,
B14C0147,001,27-07-2009,65,12,-125,,,,,,
B14C0147,001,01-08-2009,,,,N,,,,,
B14C0147,001,26-08-2009,74,21,-134,,,,,,
B14C0147,001,14-09-2009,72,19,-132,,,,,,
B14C0147,001,28-09-2009,73,20,-133,,,,,,
B14C0147,001,13-10-2009,66,13,-126,,,,,,
B14C0147,001,27-10-2009,64,11,-124,,,,,,
B14C0147,001,10-11-2009,55,2,-115,,,,,,
B14C0147,001,15-12-2009,46,-7,-106,,,,,,
B14C0147,001,28-12-2009,37,-16,-97,,,,,,
B14C0147,001,15-01-2010,47,-6,-107,,,,,,
B14C0147,001,28-01-2010,,,,N,,,,,
B14C0147,001,12-02-2010,46,-7,-106,,,,,,
B14C0147,001,16-03-2010,45,-8,-105,,,,,,
B14C0147,001,29-03-2010,43,-10,-103,,,,,,
B14C0147,001,14-04-2010,53,0,-113,,,,,,
B14C0147,001,28-04-2010,,,,N,,,,,
B14C0147,001,12-05-2010,49,-4,-109,,,,,,
B14C0147,001,28-05-2010,58,5,-118,,,,,,
B14C0147,001,14-06-2010,55,2,-115,,,,,,
B14C0147,001,28-06-2010,63,10,-123,,,,,,
B14C0147,001,13-07-2010,62,9,-122,,,,,,
B14C0147,001,28-07-2010,64,11,-124,,,,,,
B14C0147,001,14-08-2010,,,,N,,,,,
B14C0147,001,28-08-2010,,,,N,,,,,
B14C0147,001,15-09-2010,41,-12,-101,,,,,,
B14C0147,001,28-09-2010,,,,N,,,,,
B14C0147,001,13-10-2010,43,-10,-103,,,,,,
B14C0147,001,27-10-2010,38,-15,-98,,,,,,
B14C0147,001,15-11-2010,34,-19,-94,,,,,,
B14C0147,001,29-11-2010,41,-12,-101,,,,,,
B14C0147,001,14-12-2010,41,-12,-101,,,,,,
B14C0147,001,28-12-2010,,,,N,,,,,
B14C0147,001,13-01-2011,36,-17,-96,,,,,,
B14C0147,001,27-01-2011,41,-12,-101,,,,,,
B14C0147,001,15-02-2011,39,-14,-99,,,,,,
B14C0147,001,28-02-2011,40,-13,-100,,,,,,
B14C0147,001,15-03-2011,43,-10,-103,,,,,,
B14C0147,001,28-03-2011,49,-4,-109,,,,,,
B14C0147,001,14-04-2011,48,-5,-108,,,,,,
B14C0147,001,28-04-2011,,,,N,,,,,
B14C0147,001,14-05-2011,,,,N,,,,,
B14C0147,001,27-05-2011,58,5,-118,,,,,,
B14C0147,001,14-06-2011,59,6,-119,,,,,,
B14C0147,001,28-06-2011,56,3,-116,,,,,,
B14C0147,001,14-07-2011,,,,N,,,,,
B14C0147,001,27-07-2011,34,-19,-94,,,,,,
B14C0147,001,15-08-2011,38,-15,-98,,,,,,
B14C0147,001,28-08-2011,,,,N,,,,,
B14C0147,001,14-09-2011,33,-20,-93,,,,,,
B14C0147,001,28-09-2011,36,-17,-96,,,,,,
B14C0147,001,14-10-2011,34,-19,-94,,,,,,
B14C0147,001,27-10-2011,39,-14,-99,,,,,,
B14C0147,001,14-11-2011,46,-7,-106,,,,,,
B14C0147,001,28-11-2011,43,-10,-103,,,,,,
B14C0147,001,14-12-2011,,,,N,,,,,
B14C0147,001,28-12-2011,36,-17,-96,,,,,,
B14C0147,001,13-01-2012,36,-17,-96,,,,,,
B14C0147,001,30-01-2012,40,-13,-100,,,,,,
B14C0147,001,14-02-2012,50,-3,-110,,,,,,
B14C0147,001,29-02-2012,43,-10,-103,,,,,,
B14C0147,001,14-03-2012,45,-8,-105,,,,,,
B14C0147,001,28-03-2012,49,-4,-109,,,,,,
B14C0147,001,16-04-2012,48,-5,-108,,,,,,
B14C0147,001,27-04-2012,45,-8,-105,,,,,,
B14C0147,001,14-05-2012,46,-7,-106,,,,,,
B14C0147,001,29-05-2012,54,1,-114,,,,,,
B14C0147,001,13-06-2012,54,1,-114,,,,,,
B14C0147,001,27-06-2012,52,-1,-112,,,,,,
B14C0147,001,12-07-2012,51,-2,-111,,,,,,
B14C0147,001,26-07-2012,47,-6,-107,,,,,,
B14C0147,001,13-08-2012,54,1,-114,,,,,,
B14C0147,001,27-08-2012,53,0,-113,,,,,,
B14C0147,001,13-09-2012,50,-3,-110,,,,,,
B14C0147,001,27-09-2012,42,-11,-102,,,,,,
B14C0147,001,11-10-2012,38,-15,-98,,,,,,
B14C0147,001,29-10-2012,,,,N,,,,,
B14C0147,001,14-11-2012,38,-15,-98,,,,,,
B14C0147,001,28-11-2012,,,,N,,,,,
B14C0147,001,14-12-2012,,,,N,,,,,
B14C0147,001,28-12-2012,,,,N,,,,,
B14C0147,001,14-01-2013,37,-16,-111,,,,,,
B14C0147,001,29-01-2013,41,-12,-115,,,,,,
B14C0147,001,13-02-2013,42,-11,-116,,,,,,
B14C0147,001,28-02-2013,46,-7,-120,,,,,,
B14C0147,001,13-03-2013,45,-8,-119,,,,,,
B14C0147,001,28-03-2013,49,-4,-123,,,,,,
B14C0147,001,15-04-2013,48,-5,-122,,,,,,
B14C0147,001,28-04-2013,,,,N,,,,,
B14C0147,001,14-05-2013,51,-2,-125,,,,,,
B14C0147,001,29-05-2013,44,-9,-118,,,,,,
B14C0147,001,13-06-2013,55,2,-129,,,,,,
B14C0147,001,27-06-2013,48,-5,-122,,,,,,
B14C0147,001,14-07-2013,,,,N,,,,,
B14C0147,001,29-07-2013,57,4,-131,,,,,,
B14C0147,001,14-09-2013,,,,N,,,,,
B14C0147,001,27-09-2013,43,-10,-117,,,,,,
B14C0147,001,15-10-2013,40,-13,-114,,,,,,
B14C0147,001,28-10-2013,,,,N,,,,,
B14C0147,001,12-11-2013,36,-17,-110,,,,,,
B14C0147,001,28-11-2013,41,-12,-115,,,,,,
B14C0147,001,12-12-2013,38,-15,-112,,,,,,
B14C0147,001,28-12-2013,,,,N,,,,,
B14C0147,001,15-01-2014,35,-18,-109,,,,,,
B14C0147,001,29-01-2014,37,-16,-111,,,,,,
B14C0147,001,14-02-2014,35,-18,-109,,,,,,
B14C0147,001,28-02-2014,39,-14,-113,,,,,,
B14C0147,001,14-03-2014,47,-6,-121,,,,,,
B14C0147,001,28-03-2014,,,,N,,,,,
B14C0147,001,15-04-2014,42,-11,-116,,,,,,
B14C0147,001,28-04-2014,47,-6,-121,,,,,,
B14C0147,001,14-05-2014,44,-9,-118,,,,,,
B14C0147,001,28-05-2014,,,,N,,,,,
B14C0147,001,16-06-2014,48,-5,-122,,,,,,
B14C0147,001,30-06-2014,54,1,-128,,,,,,
B14C0147,001,14-07-2014,54,1,-128,,,,,,
B14C0147,001,29-07-2014,53,0,-127,,,,,,
B14C0147,001,14-08-2014,,,,N,,,,,
B14C0147,001,28-08-2014,41,-12,-115,,,,,,
B14C0147,001,15-09-2014,50,-3,-124,,,,,,
B14C0147,001,30-09-2014,51,-2,-125,,,,,,
B14C0147,001,14-10-2014,,,,N,,,,,
B14C0147,001,28-10-2014,,,,N,,,,,
B14C0147,001,13-11-2014,38,-15,-112,,,,,,
B14C0147,001,28-11-2014,,,,N,,,,,
B14C0147,001,14-12-2014,,,,N,,,,,
B14C0147,001,28-12-2014,,,,N,,,,,
B14C0147,001,13-01-2015,29,-24,-103,,,,,,
B14C0147,001,27-01-2015,37,-16,-111,,,,,,
B14C0147,001,16-02-2015,40,-13,-114,,,,,,
B14C0147,001,28-02-2015,,,,N,,,,,
B14C0147,001,16-03-2015,44,-9,-118,,,,,,
B14C0147,001,27-03-2015,41,-12,-115,,,,,,
B14C0147,001,14-04-2015,41,-12,-115,,,,,,
B14C0147,001,29-04-2015,42,-11,-116,,,,,,
B14C0147,001,14-05-2015,,,,N,,,,,
B14C0147,001,28-05-2015,55,2,-129,,,,,,
B14C0147,001,15-06-2015,59,6,-133,,,,,,
B14C0147,001,29-06-2015,71,18,-145,,,,,,
B14C0147,001,13-07-2015,65,12,-139,,,,,,
B14C0147,001,28-07-2015,,,,N,,,,,
B14C0147,001,14-08-2015,,,,N,,,,,
B14C0147,001,26-08-2015,47,-6,-121,,,,,,
B14C0147,001,14-09-2015,,,,N,,,,,
B14C0147,001,28-09-2015,,,,N,,,,,
B14C0147,001,12-10-2015,42,-11,-116,,,,,,
B14C0147,001,28-10-2015,40,-13,-114,,,,,,
B14C0147,001,16-11-2015,32,-21,-106,,,,,,
B14C0147,001,01-12-2015,28,-25,-102,,,,,,
B14C0147,001,14-01-2016,30,-23,-104,,,,,,
B14C0147,001,20-01-2016,34,-19,-108,,,,,,
B14C0147,001,16-02-2016,32,-21,-106,,,,,,
B14C0147,001,29-02-2016,35,-18,-109,,,,,,
B14C0147,001,14-03-2016,,,,N,,,,,
B14C0147,001,31-03-2016,36,-17,-110,,,,,,
B14C0147,001,14-04-2016,38,-15,-112,,,,,,
B14C0147,001,28-04-2016,,,,N,,,,,
B14C0147,001,12-05-2016,44,-9,-118,,,,,,
B14C0147,001,28-05-2016,,,,N,,,,,
B14C0147,001,16-06-2016,49,-4,-123,,,,,,
B14C0147,001,28-06-2016,44,-9,-118,,,,,,
B14C0147,001,15-07-2016,47,-6,-121,,,,,,
B14C0147,001,28-07-2016,,,,N,,,,,
B14C0147,001,16-08-2016,51,-2,-125,,,,,,
B14C0147,001,28-08-2016,,,,N,,,,,
B14C0147,001,13-09-2016,21,-32,-95,,,,,,
B14C0147,001,27-09-2016,56,3,-130,,,,,,
B14C0147,001,12-10-2016,53,0,-127,,,,,,
B14C0147,001,28-10-2016,,,,N,,,,,
B14C0147,001,14-11-2016,,,,N,,,,,
B14C0147,001,28-11-2016,,,,N,,,,,
B14C0147,001,14-12-2016,,,,N,,,,,
B14C0147,001,28-12-2016,,,,N,,,,,
B14C0147,001,14-01-2017,,,,N,,,,,
B14C0147,001,28-01-2017,,,,N,,,,,
B14C0147,001,14-02-2017,,,,N,,,,,
B14C0147,001,28-02-2017,,,,N,,,,,
B14C0147,001,14-03-2017,,,,N,,,,,
B14C0147,001,28-03-2017,42,-11,-116,,,,,,
B14C0147,001,14-04-2017,46,-7,-120,,,,,,
B14C0147,001,28-04-2017,,,,N,,,,,
B14C0147,001,15-05-2017,52,-1,-126,,,,,,
B14C0147,001,28-05-2017,,,,N,,,,,
B14C0147,001,15-06-2017,,,,N,,,,,
B14C0147,001,28-06-2017,,,,N,,,,,
B14C0147,001,18-07-2017,61,8,-135,,,,,,
B14C0147,001,28-07-2017,,,,N,,,,,
B14C0147,001,13-08-2017,61,8,-135,,,,,,
B14C0147,001,28-08-2017,59,6,-133,,,,,,
